doc_id,source_type,domain,entity,text_len,tag_count,knowledge_class,saved_at,effective_date,freshness_class,approval_state
sector_retail,platform_intelligence,SECTOR,RETAIL,368,3,LOCAL_PLATFORM_EVIDENCE,,2026-07-31,dated_snapshot,system_generated
sector_agriculture,platform_intelligence,SECTOR,AGRICULTURE,349,3,LOCAL_PLATFORM_EVIDENCE,,2026-07-31,dated_snapshot,system_generated
sector_it,platform_intelligence,SECTOR,IT,371,3,LOCAL_PLATFORM_EVIDENCE,,2026-07-31,dated_snapshot,system_generated
sector_auto,platform_intelligence,SECTOR,AUTO,380,3,LOCAL_PLATFORM_EVIDENCE,,2026-07-31,dated_snapshot,system_generated
sector_hospitality,platform_intelligence,SECTOR,HOSPITALITY,381,3,LOCAL_PLATFORM_EVIDENCE,,2026-07-31,dated_snapshot,system_generated
sector_realty,platform_intelligence,SECTOR,REALTY,378,3,LOCAL_PLATFORM_EVIDENCE,,2026-07-31,dated_snapshot,system_generated
sector_telecom,platform_intelligence,SECTOR,TELECOM,353,3,LOCAL_PLATFORM_EVIDENCE,,2026-07-31,dated_snapshot,system_generated
sector_power,platform_intelligence,SECTOR,POWER,353,3,LOCAL_PLATFORM_EVIDENCE,,2026-07-31,dated_snapshot,system_generated
sector_defence,platform_intelligence,SECTOR,DEFENCE,367,3,LOCAL_PLATFORM_EVIDENCE,,2026-07-31,dated_snapshot,system_generated
sector_chemicals,platform_intelligence,SECTOR,CHEMICALS,375,3,LOCAL_PLATFORM_EVIDENCE,,2026-07-31,dated_snapshot,system_generated
sector_media,platform_intelligence,SECTOR,MEDIA,377,3,LOCAL_PLATFORM_EVIDENCE,,2026-07-31,dated_snapshot,system_generated
sector_capital_goods,platform_intelligence,SECTOR,CAPITAL_GOODS,393,3,LOCAL_PLATFORM_EVIDENCE,,2026-07-31,dated_snapshot,system_generated
sector_energy,platform_intelligence,SECTOR,ENERGY,383,3,LOCAL_PLATFORM_EVIDENCE,,2026-07-31,dated_snapshot,system_generated
sector_cement,platform_intelligence,SECTOR,CEMENT,343,3,LOCAL_PLATFORM_EVIDENCE,,2026-07-31,dated_snapshot,system_generated
sector_fmcg,platform_intelligence,SECTOR,FMCG,377,3,LOCAL_PLATFORM_EVIDENCE,,2026-07-31,dated_snapshot,system_generated
sector_exchange,platform_intelligence,SECTOR,EXCHANGE,341,3,LOCAL_PLATFORM_EVIDENCE,,2026-07-31,dated_snapshot,system_generated
sector_insurance,platform_intelligence,SECTOR,INSURANCE,342,3,LOCAL_PLATFORM_EVIDENCE,,2026-07-31,dated_snapshot,system_generated
stock_ETHOSLTD,platform_intelligence,STOCK,ETHOSLTD,423,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_BAJAJ-AUTO,platform_intelligence,STOCK,BAJAJ-AUTO,480,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_NURECA,platform_intelligence,STOCK,NURECA,480,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_SPECTRUM,platform_intelligence,STOCK,SPECTRUM,441,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_BIOCON,platform_intelligence,STOCK,BIOCON,473,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_UNIVCABLES,platform_intelligence,STOCK,UNIVCABLES,498,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_MPSLTD,platform_intelligence,STOCK,MPSLTD,429,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_SPORTKING,platform_intelligence,STOCK,SPORTKING,434,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_KAPSTON,platform_intelligence,STOCK,KAPSTON,473,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_LALPATHLAB,platform_intelligence,STOCK,LALPATHLAB,492,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_QUESS,platform_intelligence,STOCK,QUESS,467,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_RPTECH,platform_intelligence,STOCK,RPTECH,413,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_RSDFIN,platform_intelligence,STOCK,RSDFIN,445,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_NYKAA,platform_intelligence,STOCK,NYKAA,418,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_GABRIEL,platform_intelligence,STOCK,GABRIEL,471,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_LANDMARK,platform_intelligence,STOCK,LANDMARK,474,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_DEEPINDS,platform_intelligence,STOCK,DEEPINDS,427,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_SONACOMS,platform_intelligence,STOCK,SONACOMS,474,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_PAYTM,platform_intelligence,STOCK,PAYTM,418,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_UYFINCORP,platform_intelligence,STOCK,UYFINCORP,454,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_SKYGOLD,platform_intelligence,STOCK,SKYGOLD,420,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_KABRAEXTRU,platform_intelligence,STOCK,KABRAEXTRU,447,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_RATNAVEER,platform_intelligence,STOCK,RATNAVEER,428,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_SUDEEPPHRM,platform_intelligence,STOCK,SUDEEPPHRM,484,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_RAIN,platform_intelligence,STOCK,RAIN,421,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_GANDHAR,platform_intelligence,STOCK,GANDHAR,475,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_FEDERALBNK,platform_intelligence,STOCK,FEDERALBNK,435,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_GAEL,platform_intelligence,STOCK,GAEL,425,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_FILATEX,platform_intelligence,STOCK,FILATEX,479,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_DIACABS,platform_intelligence,STOCK,DIACABS,448,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_CUPID,platform_intelligence,STOCK,CUPID,465,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_LAURUSLABS,platform_intelligence,STOCK,LAURUSLABS,484,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_MAJESAUT,platform_intelligence,STOCK,MAJESAUT,423,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_JINDWORLD,platform_intelligence,STOCK,JINDWORLD,434,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_DIVISLAB,platform_intelligence,STOCK,DIVISLAB,478,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_CHENNPETRO,platform_intelligence,STOCK,CHENNPETRO,482,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_PRICOLLTD,platform_intelligence,STOCK,PRICOLLTD,477,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_ESAFSFB,platform_intelligence,STOCK,ESAFSFB,426,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_TVSMOTOR,platform_intelligence,STOCK,TVSMOTOR,474,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_VINDHYATEL,platform_intelligence,STOCK,VINDHYATEL,486,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_ABCAPITAL,platform_intelligence,STOCK,ABCAPITAL,454,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_WELCORP,platform_intelligence,STOCK,WELCORP,473,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_ATULAUTO,platform_intelligence,STOCK,ATULAUTO,423,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_UNIPARTS,platform_intelligence,STOCK,UNIPARTS,474,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_JSFB,platform_intelligence,STOCK,JSFB,417,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_M&MFIN,platform_intelligence,STOCK,M&MFIN,496,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_ARMANFIN,platform_intelligence,STOCK,ARMANFIN,451,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_SJS,platform_intelligence,STOCK,SJS,459,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_SCPL,platform_intelligence,STOCK,SCPL,413,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_NGLFINE,platform_intelligence,STOCK,NGLFINE,424,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_ASKAUTOLTD,platform_intelligence,STOCK,ASKAUTOLTD,480,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_LLOYDSENGG,platform_intelligence,STOCK,LLOYDSENGG,447,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_MANAPPURAM,platform_intelligence,STOCK,MANAPPURAM,508,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_IRISDOREME,platform_intelligence,STOCK,IRISDOREME,437,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_UJJIVANSFB,platform_intelligence,STOCK,UJJIVANSFB,435,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_TRANSPEK,platform_intelligence,STOCK,TRANSPEK,441,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_CRAFTSMAN,platform_intelligence,STOCK,CRAFTSMAN,477,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_REDINGTON,platform_intelligence,STOCK,REDINGTON,473,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_ATHERENERG,platform_intelligence,STOCK,ATHERENERG,429,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_RITCO,platform_intelligence,STOCK,RITCO,424,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_SSWL,platform_intelligence,STOCK,SSWL,462,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_MOTHERSON,platform_intelligence,STOCK,MOTHERSON,495,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_THEJO,platform_intelligence,STOCK,THEJO,432,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_HAPPYFORGE,platform_intelligence,STOCK,HAPPYFORGE,498,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_RANEHOLDIN,platform_intelligence,STOCK,RANEHOLDIN,508,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_ARTEMISMED,platform_intelligence,STOCK,ARTEMISMED,492,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_ALGOQUANT,platform_intelligence,STOCK,ALGOQUANT,454,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_LASERPOWER,platform_intelligence,STOCK,LASERPOWER,430,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_BUILDPRO,platform_intelligence,STOCK,BUILDPRO,478,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_OPTIEMUS,platform_intelligence,STOCK,OPTIEMUS,429,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_VADILALIND,platform_intelligence,STOCK,VADILALIND,480,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_ATALREAL,platform_intelligence,STOCK,ATALREAL,427,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_NITINSPIN,platform_intelligence,STOCK,NITINSPIN,434,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_MEDANTA,platform_intelligence,STOCK,MEDANTA,432,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_SAHYADRI,platform_intelligence,STOCK,SAHYADRI,433,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_SHRIPISTON,platform_intelligence,STOCK,SHRIPISTON,480,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_YASHO,platform_intelligence,STOCK,YASHO,475,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_AMAGI,platform_intelligence,STOCK,AMAGI,410,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_CYIENTDLM,platform_intelligence,STOCK,CYIENTDLM,444,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_SANSERA,platform_intelligence,STOCK,SANSERA,471,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_BAJFINANCE,platform_intelligence,STOCK,BAJFINANCE,508,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_LLOYDSME,platform_intelligence,STOCK,LLOYDSME,476,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_SAILIFE,platform_intelligence,STOCK,SAILIFE,430,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_RRKABEL,platform_intelligence,STOCK,RRKABEL,489,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_GSPCROP,platform_intelligence,STOCK,GSPCROP,430,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_HMVL,platform_intelligence,STOCK,HMVL,413,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_LOTUSDEV,platform_intelligence,STOCK,LOTUSDEV,427,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_TBZ,platform_intelligence,STOCK,TBZ,459,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_CONFIPET,platform_intelligence,STOCK,CONFIPET,478,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_ASIANENE,platform_intelligence,STOCK,ASIANENE,478,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_GRWRHITECH,platform_intelligence,STOCK,GRWRHITECH,498,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_RKFORGE,platform_intelligence,STOCK,RKFORGE,471,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_THELEELA,platform_intelligence,STOCK,THELEELA,437,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_CENTENKA,platform_intelligence,STOCK,CENTENKA,431,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_SGFIN,platform_intelligence,STOCK,SGFIN,442,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_PRUDENT,platform_intelligence,STOCK,PRUDENT,499,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_AEGISVOPAK,platform_intelligence,STOCK,AEGISVOPAK,484,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_METROPOLIS,platform_intelligence,STOCK,METROPOLIS,492,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_MAHASTEEL,platform_intelligence,STOCK,MAHASTEEL,428,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_SUPRAJIT,platform_intelligence,STOCK,SUPRAJIT,474,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_VARROC,platform_intelligence,STOCK,VARROC,417,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_TATVA,platform_intelligence,STOCK,TATVA,475,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_CHOLAFIN,platform_intelligence,STOCK,CHOLAFIN,502,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_OMNI,platform_intelligence,STOCK,OMNI,429,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_KARURVYSYA,platform_intelligence,STOCK,KARURVYSYA,486,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_ZYDUSLIFE,platform_intelligence,STOCK,ZYDUSLIFE,481,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_EMCURE,platform_intelligence,STOCK,EMCURE,421,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_RADICO,platform_intelligence,STOCK,RADICO,468,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_ADOR,platform_intelligence,STOCK,ADOR,480,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_NILE,platform_intelligence,STOCK,NILE,413,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_SHREEJISPG,platform_intelligence,STOCK,SHREEJISPG,490,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_KDDL,platform_intelligence,STOCK,KDDL,462,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_UTLSOLAR,platform_intelligence,STOCK,UTLSOLAR,441,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_CMLL,platform_intelligence,STOCK,CMLL,412,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_MMFL,platform_intelligence,STOCK,MMFL,462,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_TAALTECH,platform_intelligence,STOCK,TAALTECH,431,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_EICHERMOT,platform_intelligence,STOCK,EICHERMOT,477,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_AETHER,platform_intelligence,STOCK,AETHER,427,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_AARVI,platform_intelligence,STOCK,AARVI,416,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_PPLPHARMA,platform_intelligence,STOCK,PPLPHARMA,430,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_HIRECT,platform_intelligence,STOCK,HIRECT,486,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_RATEGAIN,platform_intelligence,STOCK,RATEGAIN,419,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_SOTL,platform_intelligence,STOCK,SOTL,466,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_MANCREDIT,platform_intelligence,STOCK,MANCREDIT,505,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_GLAND,platform_intelligence,STOCK,GLAND,469,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_MINDACORP,platform_intelligence,STOCK,MINDACORP,477,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_SHALPAINTS,platform_intelligence,STOCK,SHALPAINTS,439,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_KNACK,platform_intelligence,STOCK,KNACK,415,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_JGCHEM,platform_intelligence,STOCK,JGCHEM,427,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_VISAKAIND,platform_intelligence,STOCK,VISAKAIND,485,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_PICCADIL,platform_intelligence,STOCK,PICCADIL,423,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_PGIL,platform_intelligence,STOCK,PGIL,470,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_ELPROINTL,platform_intelligence,STOCK,ELPROINTL,430,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_FERMENTA,platform_intelligence,STOCK,FERMENTA,478,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_BLSE,platform_intelligence,STOCK,BLSE,458,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_THYROCARE,platform_intelligence,STOCK,THYROCARE,489,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_HEG,platform_intelligence,STOCK,HEG,477,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_INDNIPPON,platform_intelligence,STOCK,INDNIPPON,495,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_ACE,platform_intelligence,STOCK,ACE,408,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_CHOICEIN,platform_intelligence,STOCK,CHOICEIN,443,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_SAKAR,platform_intelligence,STOCK,SAKAR,418,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_AMBALALSA,platform_intelligence,STOCK,AMBALALSA,430,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_SGMART,platform_intelligence,STOCK,SGMART,419,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_TORNTPHARM,platform_intelligence,STOCK,TORNTPHARM,484,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_TFCILTD,platform_intelligence,STOCK,TFCILTD,499,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_BALRAMCHIN,platform_intelligence,STOCK,BALRAMCHIN,480,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_TITAN,platform_intelligence,STOCK,TITAN,465,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_INDIANHUME,platform_intelligence,STOCK,INDIANHUME,498,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_TBOTEK,platform_intelligence,STOCK,TBOTEK,431,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_UNITDSPR,platform_intelligence,STOCK,UNITDSPR,474,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_AJANTPHARM,platform_intelligence,STOCK,AJANTPHARM,484,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_GODREJIND,platform_intelligence,STOCK,GODREJIND,430,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_SHILPAMED,platform_intelligence,STOCK,SHILPAMED,481,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_NELCO,platform_intelligence,STOCK,NELCO,461,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_BAJAJFINSV,platform_intelligence,STOCK,BAJAJFINSV,508,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_LODHA,platform_intelligence,STOCK,LODHA,418,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_LLOYDSENT,platform_intelligence,STOCK,LLOYDSENT,495,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_RAINBOW,platform_intelligence,STOCK,RAINBOW,483,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_HNDFDS,platform_intelligence,STOCK,HNDFDS,417,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_SHRIRAMFIN,platform_intelligence,STOCK,SHRIRAMFIN,508,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_IIFL,platform_intelligence,STOCK,IIFL,490,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_LENSKART,platform_intelligence,STOCK,LENSKART,427,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_KTKBANK,platform_intelligence,STOCK,KTKBANK,477,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_AEGISLOG,platform_intelligence,STOCK,AEGISLOG,478,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_IGPL,platform_intelligence,STOCK,IGPL,472,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_ARIHANT,platform_intelligence,STOCK,ARIHANT,424,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_RBLBANK,platform_intelligence,STOCK,RBLBANK,477,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_KMEW,platform_intelligence,STOCK,KMEW,482,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_APCOTEXIND,platform_intelligence,STOCK,APCOTEXIND,508,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_RSL,platform_intelligence,STOCK,RSL,410,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_BHARATFORG,platform_intelligence,STOCK,BHARATFORG,480,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_TMB,platform_intelligence,STOCK,TMB,463,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_LTM,platform_intelligence,STOCK,LTM,455,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_VERANDA,platform_intelligence,STOCK,VERANDA,432,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_RAJRATAN,platform_intelligence,STOCK,RAJRATAN,474,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_BEPL,platform_intelligence,STOCK,BEPL,480,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_UNIMECH,platform_intelligence,STOCK,UNIMECH,426,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
stock_FLUOROCHEM,platform_intelligence,STOCK,FLUOROCHEM,490,4,ML_PREDICTION,,2026-07-31,dated_snapshot,system_generated
