SYMBOL,THEME,PURITY_SCORE,SOURCE,IS_PRIMARY,SECTOR,PURITY_REFINED
AARTIIND,CHINA_PLUS_ONE,1.0,classification_v4,True,CHEMICALS,True
AARTIIND,SPECIALTY_CHEM,0.88,keyword,False,CHEMICALS,True
AARTIIND,INDIA_PLUS_ONE,0.7,cross_theme,False,CHEMICALS,True
AARTIIND,MIDCAP_MOMENTUM,0.65,cap_factor,False,CHEMICALS,True
AARTIIND,EXPORT_GROWTH,0.6,cross_theme,False,CHEMICALS,True
AARTIIND,COMMODITY_SUPER,0.5,sector,False,CHEMICALS,True
AARTIIND,QUALITY_GROWTH,0.5,cap_factor,False,CHEMICALS,True
AARTIIND,TURNAROUND,0.45,cap_factor,False,CHEMICALS,True
AARTIIND,GREEN_HYDROGEN,0.35,sector,False,CHEMICALS,True
AARTIIND,BATTERY_STORAGE,0.35,sector,False,CHEMICALS,True
AARTIPHARM,HEALTHCARE_EXPANSION,1.0,classification_v4,True,PHARMA,True
AARTIPHARM,SMALLCAP_QUALITY,0.62,cap_factor,False,PHARMA,True
AARTIPHARM,SPECIALTY_CHEM,0.55,sector,False,PHARMA,True
AARTIPHARM,INDIA_PLUS_ONE,0.5,sector,False,PHARMA,True
AARTIPHARM,TURNAROUND,0.48,cap_factor,False,PHARMA,True
AARTIPHARM,HEALTHTECH,0.35,sector,False,PHARMA,True
AARTISURF,CHINA_PLUS_ONE,1.0,classification_v4,True,CHEMICALS,True
AARTISURF,SPECIALTY_CHEM,0.88,keyword,False,CHEMICALS,True
AARTISURF,INDIA_PLUS_ONE,0.7,cross_theme,False,CHEMICALS,True
AARTISURF,EXPORT_GROWTH,0.6,cross_theme,False,CHEMICALS,True
AARTISURF,COMMODITY_SUPER,0.5,sector,False,CHEMICALS,True
AARTISURF,GREEN_HYDROGEN,0.35,sector,False,CHEMICALS,True
AARTISURF,BATTERY_STORAGE,0.35,sector,False,CHEMICALS,True
AAVAS,FINANCIALISATION,1.0,classification_v4,True,FINANCIAL_SERVICES,True
AAVAS,BANKING_CREDIT,0.8,keyword,False,FINANCIAL_SERVICES,True
AAVAS,MIDCAP_MOMENTUM,0.65,cap_factor,False,FINANCIAL_SERVICES,True
AAVAS,WEALTH_MGMT,0.55,sector,False,FINANCIAL_SERVICES,True
AAVAS,INTEREST_RATE_CYCLE,0.55,sector,False,FINANCIAL_SERVICES,True
AAVAS,INSURANCE_GROWTH,0.5,sector,False,FINANCIAL_SERVICES,True
AAVAS,QUALITY_GROWTH,0.5,cap_factor,False,FINANCIAL_SERVICES,True
AAVAS,TURNAROUND,0.45,cap_factor,False,FINANCIAL_SERVICES,True
AAVAS,MICROFINANCE,0.4,sector,False,FINANCIAL_SERVICES,True
ABB,CAPEX_CYCLE,1.0,classification_v4,True,CAPITAL_GOODS,True
ABB,LARGECAP_VALUE,0.62,cap_factor,False,CAPITAL_GOODS,True
ABB,DIVIDEND_YIELD,0.55,cap_factor,False,CAPITAL_GOODS,True
ABB,QUALITY_GROWTH,0.55,cap_factor,False,CAPITAL_GOODS,True
ABB,POWER_TD,0.86,sector,False,CAPITAL_GOODS,True
ABB,INDIA_PLUS_ONE,0.86,sector,False,CAPITAL_GOODS,True
ABB,RAILWAYS_METRO,0.45,sector,False,CAPITAL_GOODS,True
ABB,SMART_CITIES,0.4,sector,False,CAPITAL_GOODS,True
ABB,SEMICONDUCTOR,0.35,sector,False,CAPITAL_GOODS,True
ABBOTINDIA,HEALTHCARE_EXPANSION,1.0,classification_v4,True,PHARMA,True
ABBOTINDIA,LARGECAP_VALUE,0.62,cap_factor,False,PHARMA,True
ABBOTINDIA,SPECIALTY_CHEM,0.55,sector,False,PHARMA,True
ABBOTINDIA,DIVIDEND_YIELD,0.55,cap_factor,False,PHARMA,True
ABBOTINDIA,QUALITY_GROWTH,0.55,cap_factor,False,PHARMA,True
ABBOTINDIA,INDIA_PLUS_ONE,0.86,sector,False,PHARMA,True
ABBOTINDIA,HEALTHTECH,0.71,sector,False,PHARMA,True
ABCAPITAL,FINANCIALISATION,1.0,classification_v4,True,FINANCIAL_SERVICES,True
ABCAPITAL,LARGECAP_VALUE,0.62,cap_factor,False,FINANCIAL_SERVICES,True
ABCAPITAL,BANKING_CREDIT,0.55,sector,False,FINANCIAL_SERVICES,True
ABCAPITAL,WEALTH_MGMT,0.55,sector,False,FINANCIAL_SERVICES,True
ABCAPITAL,INTEREST_RATE_CYCLE,0.55,sector,False,FINANCIAL_SERVICES,True
ABCAPITAL,DIVIDEND_YIELD,0.55,cap_factor,False,FINANCIAL_SERVICES,True
ABCAPITAL,QUALITY_GROWTH,0.55,cap_factor,False,FINANCIAL_SERVICES,True
ABCAPITAL,INSURANCE_GROWTH,0.5,sector,False,FINANCIAL_SERVICES,True
ABCAPITAL,MICROFINANCE,0.4,sector,False,FINANCIAL_SERVICES,True
ABCOTS,CHINA_PLUS_ONE,1.0,classification_v4,True,TEXTILES,True
ABCOTS,INDIA_PLUS_ONE,0.7,cross_theme,False,TEXTILES,True
ABCOTS,EXPORT_GROWTH,0.6,sector,False,TEXTILES,True
ABDL,RURAL_CONSUMPTION,1.0,classification_v4,True,FMCG,True
ABDL,MIDCAP_MOMENTUM,0.65,cap_factor,False,FMCG,True
ABDL,MONSOON_AGRI,0.6,cross_theme,False,FMCG,True
ABDL,PREMIUMISATION,0.55,sector,False,FMCG,True
ABDL,QUALITY_GROWTH,0.5,cap_factor,False,FMCG,True
ABDL,TURNAROUND,0.45,cap_factor,False,FMCG,True
ABDL,QUICK_COMMERCE,0.4,sector,False,FMCG,True
ABFRL,PREMIUMISATION,1.0,classification_v4,True,RETAIL,True
ABFRL,SMALLCAP_QUALITY,0.62,cap_factor,False,RETAIL,True
ABFRL,QUICK_COMMERCE,0.55,sector,False,RETAIL,True
ABFRL,TURNAROUND,0.48,cap_factor,False,RETAIL,True
ABFRL,GOLD_JEWELLERY,0.4,sector,False,RETAIL,True
ABINFRA,INFRASTRUCTURE_BUILD,1.0,classification_v4,True,INFRASTRUCTURE,True
ABINFRA,CAPEX_CYCLE,0.7,cross_theme,False,INFRASTRUCTURE,True
ABINFRA,RAILWAYS_METRO,0.5,sector,False,INFRASTRUCTURE,True
ABINFRA,SMART_CITIES,0.45,sector,False,INFRASTRUCTURE,True
ABINFRA,INDIA_PLUS_ONE,0.45,cross_theme,False,INFRASTRUCTURE,True
ABINFRA,PORTS_SHIPPING,0.4,sector,False,INFRASTRUCTURE,True
ABINFRA,WATER_MANAGEMENT,0.4,sector,False,INFRASTRUCTURE,True
ABLBL,PREMIUMISATION,1.0,classification_v4,True,RETAIL,True
ABLBL,MIDCAP_MOMENTUM,0.65,cap_factor,False,RETAIL,True
ABLBL,QUICK_COMMERCE,0.55,sector,False,RETAIL,True
ABLBL,QUALITY_GROWTH,0.5,cap_factor,False,RETAIL,True
ABLBL,TURNAROUND,0.45,cap_factor,False,RETAIL,True
ABLBL,GOLD_JEWELLERY,0.4,sector,False,RETAIL,True
ABMINTLLTD,CHINA_PLUS_ONE,1.0,classification_v4,True,TEXTILES,True
ABMINTLLTD,INDIA_PLUS_ONE,0.7,cross_theme,False,TEXTILES,True
ABMINTLLTD,EXPORT_GROWTH,0.6,sector,False,TEXTILES,True
ABMKNO,DIGITAL_INDIA,1.0,classification_v4,True,IT,True
ABMKNO,AI_ENABLERS,0.55,sector,False,IT,True
ABMKNO,DATA_CENTRE,0.45,sector,False,IT,True
ABMKNO,CYBERSECURITY,0.45,sector,False,IT,True
ABMKNO,FINTECH_INFRASTR,0.45,cross_theme,False,IT,True
ABREL,REAL_ESTATE_RECOVERY,1.0,classification_v4,True,REALTY,True
ABREL,INTEREST_RATE_CYCLE,0.7,sector,False,REALTY,True
ABREL,MIDCAP_MOMENTUM,0.65,cap_factor,False,REALTY,True
ABREL,QUALITY_GROWTH,0.5,cap_factor,False,REALTY,True
ABREL,TURNAROUND,0.45,cap_factor,False,REALTY,True
ABREL,SMART_CITIES,0.76,sector,False,REALTY,True
ABSLAMC,PREMIUMISATION,1.0,classification_v4,True,RETAIL,True
ABSLAMC,WEALTH_MGMT,0.9,keyword,False,RETAIL,True
ABSLAMC,SMALLCAP_QUALITY,0.62,cap_factor,False,RETAIL,True
ABSLAMC,QUICK_COMMERCE,0.55,sector,False,RETAIL,True
ABSLAMC,TURNAROUND,0.48,cap_factor,False,RETAIL,True
ABSLAMC,GOLD_JEWELLERY,0.4,sector,False,RETAIL,True
ACC,INFRASTRUCTURE_BUILD,1.0,classification_v4,True,CEMENT,True
ACC,CAPEX_CYCLE,0.7,cross_theme,False,CEMENT,True
ACC,MIDCAP_MOMENTUM,0.65,cap_factor,False,CEMENT,True
ACC,QUALITY_GROWTH,0.5,cap_factor,False,CEMENT,True
ACC,REAL_ESTATE_RECOVERY,0.45,sector,False,CEMENT,True
ACC,INDIA_PLUS_ONE,0.45,cross_theme,False,CEMENT,True
ACC,TURNAROUND,0.45,cap_factor,False,CEMENT,True
ACCELYA,DIGITAL_INDIA,1.0,classification_v4,True,IT,True
ACCELYA,SMALLCAP_QUALITY,0.62,cap_factor,False,IT,True
ACCELYA,AI_ENABLERS,0.55,sector,False,IT,True
ACCELYA,TURNAROUND,0.48,cap_factor,False,IT,True
ACCELYA,DATA_CENTRE,0.45,sector,False,IT,True
ACCELYA,CYBERSECURITY,0.45,sector,False,IT,True
ACCELYA,FINTECH_INFRASTR,0.45,cross_theme,False,IT,True
ACCURACY,LOGISTICS_MODERNISATION,1.0,classification_v4,True,LOGISTICS,True
ACCURACY,PORTS_SHIPPING,0.55,sector,False,LOGISTICS,True
ACCURACY,SMART_CITIES,0.35,sector,False,LOGISTICS,True
ACE,EV_TRANSITION,1.0,classification_v4,True,AUTO,True
ACE,MIDCAP_MOMENTUM,0.65,cap_factor,False,AUTO,True
ACE,BATTERY_STORAGE,0.55,cross_theme,False,AUTO,True
ACE,QUALITY_GROWTH,0.5,cap_factor,False,AUTO,True
ACE,CAPEX_CYCLE,0.45,cross_theme,False,AUTO,True
ACE,TURNAROUND,0.45,cap_factor,False,AUTO,True
ACEINTEG,DEFENCE_ELECTRONICS,1.0,classification_v4,True,DEFENCE,True
ACEINTEG,INDIA_PLUS_ONE,0.55,cross_theme,False,DEFENCE,True
ACEINTEG,CAPEX_CYCLE,0.55,cross_theme,False,DEFENCE,True
ACEINTEG,CYBERSECURITY,0.5,sector,False,DEFENCE,True
ACEINTEG,SPACE_ECONOMY,0.45,sector,False,DEFENCE,True
ACEINTEG,SEMICONDUCTOR,0.4,sector,False,DEFENCE,True
ACI,CHINA_PLUS_ONE,1.0,classification_v4,True,CHEMICALS,True
ACI,SPECIALTY_CHEM,0.88,keyword,False,CHEMICALS,True
ACI,INDIA_PLUS_ONE,0.7,cross_theme,False,CHEMICALS,True
ACI,EXPORT_GROWTH,0.6,cross_theme,False,CHEMICALS,True
ACI,COMMODITY_SUPER,0.5,sector,False,CHEMICALS,True
ACI,GREEN_HYDROGEN,0.35,sector,False,CHEMICALS,True
ACI,BATTERY_STORAGE,0.35,sector,False,CHEMICALS,True
ACL,INFRASTRUCTURE_BUILD,1.0,classification_v4,True,CEMENT,True
ACL,CAPEX_CYCLE,0.7,cross_theme,False,CEMENT,True
ACL,REAL_ESTATE_RECOVERY,0.45,sector,False,CEMENT,True
ACL,INDIA_PLUS_ONE,0.45,cross_theme,False,CEMENT,True
ACMESOLAR,GREEN_ENERGY,1.0,classification_v4,True,POWER,True
ACMESOLAR,POWER_TD,0.65,sector,False,POWER,True
ACMESOLAR,MIDCAP_MOMENTUM,0.65,cap_factor,False,POWER,True
ACMESOLAR,CAPEX_CYCLE,0.55,cross_theme,False,POWER,True
ACMESOLAR,QUALITY_GROWTH,0.5,cap_factor,False,POWER,True
ACMESOLAR,TURNAROUND,0.45,cap_factor,False,POWER,True
ACMESOLAR,BATTERY_STORAGE,0.4,cross_theme,False,POWER,True
ACSTECH,INFRASTRUCTURE_BUILD,1.0,classification_v4,True,CEMENT,True
ACSTECH,CAPEX_CYCLE,0.7,cross_theme,False,CEMENT,True
ACSTECH,REAL_ESTATE_RECOVERY,0.45,sector,False,CEMENT,True
ACSTECH,INDIA_PLUS_ONE,0.45,cross_theme,False,CEMENT,True
ACUTAAS,HEALTHCARE_EXPANSION,1.0,classification_v4,True,PHARMA,True
ACUTAAS,MIDCAP_MOMENTUM,0.65,cap_factor,False,PHARMA,True
ACUTAAS,SPECIALTY_CHEM,0.55,sector,False,PHARMA,True
ACUTAAS,QUALITY_GROWTH,0.5,cap_factor,False,PHARMA,True
ACUTAAS,INDIA_PLUS_ONE,0.5,sector,False,PHARMA,True
ACUTAAS,TURNAROUND,0.45,cap_factor,False,PHARMA,True
ACUTAAS,HEALTHTECH,0.35,sector,False,PHARMA,True
ADANIENSOL,GREEN_ENERGY,1.0,classification_v4,True,POWER,True
ADANIENSOL,POWER_TD,1.0,keyword,False,POWER,True
ADANIENSOL,LARGECAP_VALUE,0.62,cap_factor,False,POWER,True
ADANIENSOL,CAPEX_CYCLE,0.55,cross_theme,False,POWER,True
ADANIENSOL,DIVIDEND_YIELD,0.55,cap_factor,False,POWER,True
ADANIENSOL,QUALITY_GROWTH,0.55,cap_factor,False,POWER,True
ADANIENSOL,BATTERY_STORAGE,0.4,cross_theme,False,POWER,True
ADANIENT,INFRASTRUCTURE_BUILD,1.0,classification_v4,True,INFRASTRUCTURE,True
ADANIENT,CAPEX_CYCLE,0.7,cross_theme,False,INFRASTRUCTURE,True
ADANIENT,LARGECAP_VALUE,0.62,cap_factor,False,INFRASTRUCTURE,True
ADANIENT,DIVIDEND_YIELD,0.55,cap_factor,False,INFRASTRUCTURE,True
ADANIENT,QUALITY_GROWTH,0.55,cap_factor,False,INFRASTRUCTURE,True
ADANIENT,RAILWAYS_METRO,0.5,sector,False,INFRASTRUCTURE,True
ADANIENT,SMART_CITIES,0.45,sector,False,INFRASTRUCTURE,True
ADANIENT,INDIA_PLUS_ONE,0.45,cross_theme,False,INFRASTRUCTURE,True
ADANIENT,PORTS_SHIPPING,0.4,sector,False,INFRASTRUCTURE,True
ADANIENT,WATER_MANAGEMENT,0.4,sector,False,INFRASTRUCTURE,True
ADANIGREEN,GREEN_ENERGY,1.0,classification_v4,True,POWER,True
ADANIGREEN,POWER_TD,1.0,keyword,False,POWER,True
ADANIGREEN,LARGECAP_VALUE,0.62,cap_factor,False,POWER,True
ADANIGREEN,CAPEX_CYCLE,0.55,cross_theme,False,POWER,True
ADANIGREEN,DIVIDEND_YIELD,0.55,cap_factor,False,POWER,True
ADANIGREEN,QUALITY_GROWTH,0.55,cap_factor,False,POWER,True
ADANIGREEN,BATTERY_STORAGE,0.4,cross_theme,False,POWER,True
ADANIPORTS,LOGISTICS_MODERNISATION,1.0,classification_v4,True,LOGISTICS,True
ADANIPORTS,LARGECAP_VALUE,0.62,cap_factor,False,LOGISTICS,True
ADANIPORTS,PORTS_SHIPPING,0.55,sector,False,LOGISTICS,True
ADANIPORTS,DIVIDEND_YIELD,0.55,cap_factor,False,LOGISTICS,True
ADANIPORTS,QUALITY_GROWTH,0.55,cap_factor,False,LOGISTICS,True
ADANIPORTS,SMART_CITIES,0.35,sector,False,LOGISTICS,True
ADANIPOWER,GREEN_ENERGY,1.0,classification_v4,True,POWER,True
ADANIPOWER,POWER_TD,1.0,sector,False,POWER,True
ADANIPOWER,LARGECAP_VALUE,0.62,cap_factor,False,POWER,True
ADANIPOWER,CAPEX_CYCLE,0.55,cross_theme,False,POWER,True
ADANIPOWER,DIVIDEND_YIELD,0.55,cap_factor,False,POWER,True
ADANIPOWER,QUALITY_GROWTH,0.55,cap_factor,False,POWER,True
ADANIPOWER,BATTERY_STORAGE,0.4,cross_theme,False,POWER,True
ADFFOODS,RURAL_CONSUMPTION,1.0,classification_v4,True,FMCG,True
ADFFOODS,SMALLCAP_QUALITY,0.62,cap_factor,False,FMCG,True
ADFFOODS,MONSOON_AGRI,0.6,cross_theme,False,FMCG,True
ADFFOODS,PREMIUMISATION,0.55,sector,False,FMCG,True
ADFFOODS,TURNAROUND,0.48,cap_factor,False,FMCG,True
ADFFOODS,QUICK_COMMERCE,0.4,sector,False,FMCG,True
ADL,REAL_ESTATE_RECOVERY,1.0,classification_v4,True,REALTY,True
ADL,INTEREST_RATE_CYCLE,0.7,sector,False,REALTY,True
ADL,SMART_CITIES,0.4,sector,False,REALTY,True
ADOR,CAPEX_CYCLE,1.0,classification_v4,True,CAPITAL_GOODS,True
ADOR,SMALLCAP_QUALITY,0.62,cap_factor,False,CAPITAL_GOODS,True
ADOR,POWER_TD,0.5,sector,False,CAPITAL_GOODS,True
ADOR,INDIA_PLUS_ONE,0.5,sector,False,CAPITAL_GOODS,True
ADOR,TURNAROUND,0.48,cap_factor,False,CAPITAL_GOODS,True
ADOR,RAILWAYS_METRO,0.45,sector,False,CAPITAL_GOODS,True
ADOR,SMART_CITIES,0.4,sector,False,CAPITAL_GOODS,True
ADOR,SEMICONDUCTOR,0.35,sector,False,CAPITAL_GOODS,True
ADROITINFO,CAPEX_CYCLE,1.0,classification_v4,True,CAPITAL_GOODS,True
ADROITINFO,MIDCAP_MOMENTUM,0.65,cap_factor,False,CAPITAL_GOODS,True
ADROITINFO,POWER_TD,0.5,sector,False,CAPITAL_GOODS,True
ADROITINFO,QUALITY_GROWTH,0.5,cap_factor,False,CAPITAL_GOODS,True
ADROITINFO,INDIA_PLUS_ONE,0.5,sector,False,CAPITAL_GOODS,True
ADROITINFO,RAILWAYS_METRO,0.45,sector,False,CAPITAL_GOODS,True
ADROITINFO,TURNAROUND,0.45,cap_factor,False,CAPITAL_GOODS,True
ADROITINFO,SMART_CITIES,0.4,sector,False,CAPITAL_GOODS,True
ADROITINFO,SEMICONDUCTOR,0.35,sector,False,CAPITAL_GOODS,True
ADSL,DIGITAL_INDIA,1.0,classification_v4,True,IT,True
ADSL,AI_ENABLERS,0.55,sector,False,IT,True
ADSL,DATA_CENTRE,0.45,sector,False,IT,True
ADSL,CYBERSECURITY,0.45,sector,False,IT,True
ADSL,FINTECH_INFRASTR,0.45,cross_theme,False,IT,True
ADVAIT,CAPEX_CYCLE,1.0,classification_v4,True,CAPITAL_GOODS,True
ADVAIT,LARGECAP_VALUE,0.62,cap_factor,False,CAPITAL_GOODS,True
ADVAIT,DIVIDEND_YIELD,0.55,cap_factor,False,CAPITAL_GOODS,True
ADVAIT,QUALITY_GROWTH,0.55,cap_factor,False,CAPITAL_GOODS,True
ADVAIT,POWER_TD,0.5,sector,False,CAPITAL_GOODS,True
ADVAIT,INDIA_PLUS_ONE,0.5,sector,False,CAPITAL_GOODS,True
ADVAIT,RAILWAYS_METRO,0.45,sector,False,CAPITAL_GOODS,True
ADVAIT,SMART_CITIES,0.4,sector,False,CAPITAL_GOODS,True
ADVAIT,SEMICONDUCTOR,0.35,sector,False,CAPITAL_GOODS,True
ADVANCE,CHINA_PLUS_ONE,1.0,classification_v4,True,CHEMICALS,True
ADVANCE,INDIA_PLUS_ONE,0.7,cross_theme,False,CHEMICALS,True
ADVANCE,SPECIALTY_CHEM,0.6,sector,False,CHEMICALS,True
ADVANCE,EXPORT_GROWTH,0.6,cross_theme,False,CHEMICALS,True
ADVANCE,COMMODITY_SUPER,0.5,sector,False,CHEMICALS,True
ADVANCE,GREEN_HYDROGEN,0.35,sector,False,CHEMICALS,True
ADVANCE,BATTERY_STORAGE,0.35,sector,False,CHEMICALS,True
ADVANIHOTR,PREMIUMISATION,1.0,classification_v4,True,HOSPITALITY,True
ADVANIHOTR,TOURISM_HOSP,0.88,keyword,False,HOSPITALITY,True
ADVENTHTL,PREMIUMISATION,1.0,classification_v4,True,HOSPITALITY,True
ADVENTHTL,TOURISM_HOSP,0.85,sector,False,HOSPITALITY,True
ADVENTHTL,MIDCAP_MOMENTUM,0.65,cap_factor,False,HOSPITALITY,True
ADVENTHTL,QUALITY_GROWTH,0.5,cap_factor,False,HOSPITALITY,True
ADVENTHTL,TURNAROUND,0.45,cap_factor,False,HOSPITALITY,True
ADVENZYMES,HEALTHCARE_EXPANSION,1.0,classification_v4,True,PHARMA,True
ADVENZYMES,SMALLCAP_QUALITY,0.62,cap_factor,False,PHARMA,True
