date,FPI_buy_cr,FPI_sell_cr,FPI_net_cr,MF_buy_cr,MF_sell_cr,MF_net_cr,INSURANCE_buy_cr,INSURANCE_sell_cr,INSURANCE_net_cr,RETAIL_buy_cr,RETAIL_sell_cr,RETAIL_net_cr,OTHERS_buy_cr,OTHERS_sell_cr,OTHERS_net_cr
2024-01-18,14329.461089963,24267.01733951,-9937.556249546999,13241.134719058,7748.7329836339995,5492.401735424,1882.444846289,1409.518710326,472.926135963,,,,,,
2024-01-19,17263.900904284,20892.545793677004,-3628.644889393003,10516.122954196,7724.577252442,2791.545701754,1862.057685598,1956.134888707,-94.07720310900004,,,,,,
2024-01-23,26157.96,29188.06,-3030.100000000002,12335.23,12364.83,-29.600000000000364,1882.36,1732.98,149.37999999999988,,,,,,
2024-01-24,25582.836780804,32297.627459997002,-6714.790679193004,12745.221425385,7215.816174295,5529.40525109,2031.240490493,1668.255163292,362.985327201,,,,,,
2024-01-25,23146.269215292003,25407.405849418003,-2261.136634126,10182.271829734,7346.709562155001,2835.562267578999,1545.51105278,1210.405632013,335.10542076699994,,,,,,
2024-01-29,18528.147389219004,18389.464372530998,138.68301668800632,11677.858331848,8878.438342555999,2799.4199892920005,1744.231962518,1995.451173909,-251.21921139100004,,,,,,
2024-01-30,13986.462689070002,16265.573422553003,-2279.1107334830012,9935.167407645999,9381.706144730999,553.4612629149997,1968.6989837049998,1651.981857595,316.71712610999975,,,,,,
2024-01-31,25325.088400769997,24252.977576157005,1072.1108246129916,13148.743981919999,10411.765549969,2736.978431950998,1588.501554832,2039.6364458100002,-451.13489097800016,,,,,,
2024-02-01,15097.26,14247.69,849.5699999999997,9048.57,10095.38,-1046.8099999999995,2244.94,1578.9,666.04,,,,,,
2024-02-02,14773.99,15873.61,-1099.6200000000008,10867.97,9471.52,1396.449999999999,2443.79,1574.41,869.3799999999999,,,,,,
2024-02-05,14053.27,13667.54,385.72999999999956,9336.71,11098.78,-1762.0700000000015,1681.48,1458.44,223.03999999999996,,,,,,
2024-02-06,15630.0,16556.1,-926.0999999999985,10180.08,9717.57,462.5100000000002,2647.75,1469.63,1178.12,,,,,,
2024-02-07,13370.89,15538.26,-2167.370000000001,8785.01,9471.12,-686.1100000000006,2360.89,1523.73,837.1599999999999,,,,,,
2024-02-08,15627.0,22379.9,-6752.9000000000015,13548.69,9478.13,4070.5600000000013,2455.78,1553.85,901.9300000000003,,,,,,
2024-02-09,13310.14,13674.58,-364.4400000000005,9463.74,9891.82,-428.0799999999999,1995.75,1808.95,186.79999999999995,,,,,,
2024-02-12,8986.41,8895.26,91.14999999999964,9379.68,7789.25,1590.4300000000003,1271.59,1151.6,119.99000000000001,,,,,,
2024-02-13,13142.67,13324.74,-182.0699999999997,7521.42,6928.71,592.71,1071.21,1315.04,-243.82999999999993,,,,,,
2024-02-14,11449.2,14947.87,-3498.67,9889.18,7281.25,2607.9300000000003,1327.9,1337.9,-10.0,,,,,,
2024-02-15,12357.9,13829.75,-1471.8500000000004,8999.46,7749.08,1250.3799999999992,1452.92,1201.02,251.9000000000001,,,,,,
2024-02-16,12940.92,13362.33,-421.40999999999985,8744.68,8264.24,480.4400000000005,2175.25,1772.24,403.01,,,,,,
2024-02-19,9564.55777336,11337.176666455,-1772.6188930949993,6642.193955997001,6388.593236485,253.60071951200098,676.7183828049999,965.413620959,-288.6952381540001,,,,,,
2024-02-20,14160.971465251001,12463.811139187004,1697.1603260639968,5317.128980672999,7020.771538806,-1703.6425581330004,1590.225225788,1484.793330089,105.43189569900005,,,,,,
2024-02-21,16369.77,15749.8,619.9700000000012,7407.41,8636.49,-1229.08,1796.05,1318.19,477.8599999999999,,,,,,
2024-02-22,13342.93,14565.77,-1222.8400000000001,8519.19,6840.76,1678.4300000000003,1357.94,1242.34,115.60000000000014,,,,,,
2024-02-23,15301.67,14328.67,973.0,6763.96,6651.81,112.14999999999964,1235.41,1162.97,72.44000000000005,,,,,,
2024-02-26,12412.24,12809.96,-397.71999999999935,7018.2,6891.3,126.89999999999964,1149.99,1080.99,69.0,,,,,,
2024-02-27,15283.29,15912.32,-629.0299999999988,8206.46,7020.96,1185.499999999999,1243.23,1252.16,-8.930000000000064,,,,,,
2024-02-28,10802.97,12719.62,-1916.6500000000015,7967.49,6673.91,1293.58,1318.94,1178.93,140.01,,,,,,
2024-02-29,52096.86,48250.45,3846.4100000000035,8539.15,9617.15,-1078.0,1745.39,1119.26,626.1300000000001,,,,,,
2024-03-01,15065.06,14639.45,425.60999999999876,9338.23,6723.37,2614.8599999999997,1273.56,930.79,342.77,,,,,,
2024-03-04,12501.6,12918.7,-417.10000000000036,9138.35,6751.0,2387.3500000000004,1927.44,1158.61,768.8300000000002,,,,,,
2024-03-05,13151.28,13915.65,-764.369999999999,9141.97,7986.3,1155.6699999999992,1986.22,1509.26,476.96000000000004,,,,,,
2024-03-06,17050.29,17317.17,-266.8799999999974,10526.3,9026.7,1499.5999999999985,2187.75,1671.55,516.2,,,,,,
2024-03-07,22734.31,21655.43,1078.880000000001,9098.92,7428.86,1670.0600000000004,2183.6,1164.7,1018.8999999999999,,,,,,
2024-03-11,19865.54,19362.42,503.1200000000026,6614.9,6071.37,543.5299999999997,1853.52,1103.24,750.28,,,,,,
2024-03-12,15569.69,15133.82,435.8700000000008,7967.62,5868.54,2099.08,1678.47,1507.97,170.5,,,,,,
2024-03-13,22619.79,20036.09,2583.7000000000007,9863.37,7916.17,1947.2000000000007,2883.2,2298.22,584.98,,,,,,
2024-03-14,20360.85,20984.65,-623.8000000000029,8010.67,7801.27,209.39999999999964,2152.66,2103.53,49.129999999999654,,,,,,
2024-03-15,50244.5,49417.41,827.0899999999965,11817.34,13292.64,-1475.2999999999993,2598.53,1869.68,728.8500000000001,,,,,,
2024-03-18,10270.89,12500.17,-2229.2800000000007,7226.71,5810.16,1416.5500000000002,2374.48,1493.54,880.94,,,,,,
2024-03-19,12645.83,15604.53,-2958.7000000000007,8242.85,6871.86,1370.9900000000007,3207.51,1516.79,1690.7200000000003,,,,,,
2024-03-20,10746.49,13105.44,-2358.9500000000007,8318.96,6249.82,2069.1399999999994,2317.29,1593.37,723.9200000000001,,,,,,
2024-03-21,14393.27,16060.08,-1666.8099999999995,9444.15,7211.1,2233.0499999999993,2920.75,1821.43,1099.32,,,,,,
2024-03-22,16018.13,19453.11,-3434.9800000000014,9830.9,6259.57,3571.33,2024.99,1630.35,394.6400000000001,34912.31,35102.13,-189.8199999999997,34441.57,34734.46,-292.8899999999994
2024-03-26,20590.06,24575.42,-3985.359999999997,10446.55,6894.94,3551.6099999999997,2665.1,1536.7,1128.3999999999999,33855.54,34223.63,-368.0899999999965,29629.78,29986.36,-356.58000000000175
2024-03-27,19368.67,16038.37,3330.2999999999975,20567.42,20141.53,425.8899999999994,3613.17,3051.62,561.5500000000002,38992.43,39786.8,-794.3700000000026,36413.77,38314.21,-1900.4400000000023
2024-03-28,23637.86,22991.14,646.7200000000012,8901.88,7791.97,1109.909999999999,2974.72,1590.3,1384.4199999999998,36898.31,39878.64,-2980.3300000000017,38542.52,38728.62,-186.10000000000582
2024-04-01,8843.55,9388.71,-545.1599999999999,7735.09,7229.81,505.27999999999975,2284.38,1579.85,704.5300000000002,36649.23,36950.57,-301.3399999999965,28380.29,28368.48,11.81000000000131
2024-04-02,13382.88,15334.43,-1951.550000000001,8892.0,7829.37,1062.63,2586.08,2016.22,569.8599999999999,41602.16,40963.94,638.2200000000012,34162.78,34182.83,-20.05000000000291
2024-04-03,13743.55,15870.6,-2127.050000000001,9541.9,9449.14,92.76000000000022,2899.5,2034.97,864.53,45510.15,43590.52,1919.6300000000047,34866.31,36306.09,-1439.7799999999988
2024-04-04,13480.8,14814.2,-1333.4000000000015,8879.96,10294.59,-1414.630000000001,2576.62,2376.23,200.38999999999987,45774.98,42229.08,3545.9000000000015,42116.59,43314.01,-1197.4200000000055
2024-04-05,12805.49,11124.35,1681.1399999999994,7054.39,10522.13,-3467.739999999999,1777.07,1695.62,81.45000000000005,42789.54,40020.32,2769.220000000001,31753.42,32728.47,-975.0500000000029
2024-04-08,10757.35,11587.11,-829.7600000000002,9529.0,7186.99,2342.01,2406.87,1570.0,836.8699999999999,40072.4,39850.01,222.38999999999942,31328.46,33688.08,-2359.6200000000026
2024-04-09,10411.47,11375.51,-964.0400000000009,8797.02,6946.71,1850.3100000000004,1221.21,1446.52,-225.30999999999995,38320.81,36740.93,1579.8799999999974,29858.31,31832.54,-1974.2299999999996
2024-04-10,13346.61,10543.46,2803.1500000000015,9184.93,8711.82,473.1100000000006,2282.11,2768.43,-486.3199999999997,38532.37,40348.14,-1815.7699999999968,30938.1,31870.2,-932.1000000000022
2024-04-12,15414.51,23302.66,-7888.15,13271.64,8022.12,5249.5199999999995,2711.11,1817.17,893.94,44101.31,42408.17,1693.1399999999994,38328.98,38127.65,201.33000000000175
2024-04-15,10248.23,13558.15,-3309.92,10597.25,6495.96,4101.29,2125.61,1702.85,422.7600000000002,41577.54,42252.8,-675.260000000002,39099.59,39670.41,-570.820000000007
2024-04-16,10479.22,14696.95,-4217.730000000001,9741.37,8347.71,1393.6600000000017,2861.43,2589.71,271.7199999999998,38257.71,35794.09,2463.6200000000026,32790.85,32911.4,-120.55000000000291
2024-04-18,18168.69,22844.06,-4675.370000000003,10318.35,9095.81,1222.5400000000009,2964.52,2431.22,533.3000000000002,42967.21,40254.37,2712.8399999999965,42714.64,42883.85,-169.20999999999913
2024-04-19,16499.52,16150.4,349.1200000000008,6197.35,7198.88,-1001.5299999999997,2441.42,1784.35,657.0700000000002,38201.89,37461.42,740.4700000000012,35739.64,36691.61,-951.9700000000012
2024-04-22,13135.97,16162.46,-3026.49,8538.3,5467.47,3070.829999999999,2403.21,2358.1,45.11000000000013,37724.71,37431.33,293.3799999999974,32550.92,32886.75,-335.83000000000175
2024-04-23,14928.41,18255.9,-3327.4900000000016,9138.35,6795.21,2343.1400000000003,2486.23,2074.27,411.96000000000004,43940.83,43129.39,811.4400000000023,34273.54,34514.75,-241.20999999999913
2024-04-24,10360.73,12964.34,-2603.6100000000006,9547.4,6677.83,2869.5699999999997,2175.27,1733.04,442.23,45790.98,46128.05,-337.0699999999997,34229.17,34291.07,-61.900000000001455
2024-04-25,19356.8,21941.47,-2584.670000000002,16055.52,10339.85,5715.67,2142.77,1971.98,170.78999999999996,51329.17,54202.08,-2872.9100000000035,48602.35,48797.98,-195.63000000000466
2024-04-26,13049.96,16569.51,-3519.5499999999993,12085.18,8135.9,3949.2800000000007,1516.97,1392.56,124.41000000000008,51658.57,50730.43,928.1399999999994,42595.49,44531.0,-1935.510000000002
2024-04-29,13674.73,13672.01,2.719999999999345,9557.47,8305.79,1251.6799999999985,1411.85,2311.18,-899.3299999999999,47074.48,46485.27,589.2100000000064,37904.46,38978.6,-1074.1399999999994
2024-04-30,21143.22,19771.31,1371.9099999999999,11720.29,10143.53,1576.7600000000002,1974.03,2024.56,-50.52999999999997,47833.97,49120.78,-1286.8099999999977,41491.71,43031.89,-1540.1800000000003
2024-05-02,16910.67,16438.17,472.5,11522.7,11485.39,37.31000000000131,1336.62,1705.87,-369.25,48217.61,47961.43,256.1800000000003,45284.43,45652.07,-367.6399999999994
2024-05-03,17622.24,21306.94,-3684.699999999997,11327.13,11065.12,262.0099999999984,1733.55,1595.19,138.3599999999999,51245.3,46856.5,4388.800000000003,42907.0,43825.71,-918.7099999999991
2024-05-06,12781.92,14249.08,-1467.1599999999999,11436.47,10711.08,725.3899999999994,1436.85,1595.91,-159.06000000000017,43844.2,41412.55,2431.649999999994,39669.84,40993.59,-1323.75
2024-05-07,13834.94,17093.51,-3258.569999999998,10597.03,9238.6,1358.4300000000003,1653.25,1100.05,553.2,41839.17,39784.19,2054.979999999996,38845.85,39495.3,-649.4500000000044
2024-05-08,12771.39,18352.35,-5580.959999999999,13031.93,7529.88,5502.05,1467.76,1350.42,117.33999999999992,35808.5,35352.62,455.8799999999974,34986.64,34738.27,248.37000000000262
2024-05-09,11176.39,18513.49,-7337.100000000002,12827.69,8853.32,3974.370000000001,2083.63,1334.8,748.8300000000002,39385.26,35989.97,3395.290000000001,35606.22,36350.54,-744.3199999999997
2024-05-10,11864.27,13511.92,-1647.6499999999996,8450.48,6229.88,2220.5999999999995,1527.9,1366.2,161.70000000000005,33275.16,33866.54,-591.3799999999974,33028.42,33288.23,-259.81000000000495
2024-05-13,10872.98,14737.01,-3864.0300000000007,10657.51,6818.91,3838.6000000000004,1267.9,1654.87,-386.9699999999998,38618.2,37773.55,844.6499999999942,35888.75,35769.92,118.83000000000175
2024-05-14,11011.02,14128.69,-3117.67,9083.73,6207.12,2876.6099999999997,1452.17,1142.59,309.58000000000015,37293.43,37533.83,-240.40000000000146,31562.53,31271.12,291.40999999999985
2024-05-15,11784.33,14242.8,-2458.4699999999993,10220.5,7436.43,2784.0699999999997,1835.08,973.35,861.7299999999999,40256.47,41956.92,-1700.449999999997,34912.93,34726.13,186.8000000000029
2024-05-16,16528.82,17529.57,-1000.75,11686.45,10426.77,1259.6800000000003,2201.35,1469.18,732.1699999999998,42951.31,43443.14,-491.83000000000175,42220.38,42787.35,-566.9700000000012
2024-05-17,16497.52,14143.17,2354.3500000000004,8936.79,8136.08,800.710000000001,1965.8,1501.23,464.56999999999994,45574.56,49700.11,-4125.550000000003,37732.28,37787.83,-55.55000000000291
2024-05-21,17860.73,20835.48,-2974.75,13094.56,9909.82,3184.74,2016.27,1864.78,151.49,53593.8,54712.74,-1118.939999999995,44104.41,43302.28,802.1300000000047
2024-05-22,15931.17,15902.98,28.19000000000051,10767.67,10127.25,640.4200000000001,1365.4,1625.84,-260.4399999999998,50560.4,49583.55,976.8499999999985,41743.22,43375.3,-1632.0800000000017
2024-05-23,20104.69,17401.54,2703.149999999998,9925.3,10235.85,-310.5500000000011,1779.46,1217.94,561.52,52748.62,55362.2,-2613.5799999999945,45773.77,46608.11,-834.3400000000038
2024-05-24,11993.19,12360.04,-366.85000000000036,10772.75,8060.61,2712.1400000000003,1711.33,2210.01,-498.6800000000003,53249.57,53538.92,-289.34999999999854,42753.57,44702.57,-1949.0
2024-05-27,14242.51,14622.28,-379.77000000000044,10589.74,9050.29,1539.449999999999,1528.61,1940.5,-411.8900000000001,50316.35,50685.34,-368.98999999999796,43719.61,44723.21,-1003.5999999999985
2024-05-28,13376.78,14506.24,-1129.4599999999991,9907.21,7123.16,2784.0499999999993,1803.18,1965.57,-162.38999999999987,41228.34,41101.82,126.5199999999968,35046.26,36734.8,-1688.5400000000009
2024-05-29,13951.55,19019.44,-5067.889999999999,10733.71,5419.46,5314.249999999999,1245.88,1686.01,-440.1299999999999,40700.89,40068.48,632.4099999999962,34985.31,35324.8,-339.49000000000524
2024-05-30,17737.49,20899.31,-3161.8199999999997,10060.02,8002.86,2057.1600000000008,2005.56,1550.26,455.29999999999995,42419.06,39469.57,2949.489999999998,36803.66,39069.59,-2265.929999999993
2024-05-31,95549.53,94008.84,1540.6900000000023,18265.77,15932.76,2333.01,1939.83,2575.99,-636.1599999999999,48664.84,50435.27,-1770.4300000000003,62850.75,64422.1,-1571.3499999999985
2024-06-03,23407.76,16790.44,6617.32,18972.85,15900.0,3072.8499999999985,2619.63,3450.04,-830.4099999999999,62767.82,71355.32,-8587.500000000007,61886.97,63215.48,-1328.510000000002
2024-06-04,26226.23,38737.3,-12511.070000000003,18139.5,24388.62,-6249.119999999999,5409.73,4198.82,1210.9099999999999,104577.77,83398.83,21178.940000000002,114596.74,117028.89,-2432.149999999994
2024-06-05,21385.45,27866.88,-6481.43,23014.16,20341.94,2672.220000000001,3750.94,2636.04,1114.9,61762.8,58756.53,3006.270000000004,73944.27,74155.35,-211.08000000000175
2024-06-06,15032.11,22039.52,-7007.41,14263.78,9874.63,4389.1500000000015,1740.49,2073.8,-333.3100000000002,57617.68,54391.88,3225.800000000003,59481.06,60265.23,-784.1700000000055
2024-06-07,21298.84,15237.73,6061.110000000001,11268.79,13074.82,-1806.0299999999988,1910.99,2208.91,-297.91999999999985,52251.43,56180.09,-3928.659999999996,47925.74,48895.71,-969.9700000000012
2024-06-10,14164.38,18146.64,-3982.26,13898.97,10209.07,3689.8999999999996,2301.31,2252.4,48.909999999999854,52169.02,50199.48,1969.5399999999936,43153.35,45392.67,-2239.3199999999997
2024-06-11,12827.58,17475.74,-4648.160000000002,11082.1,7587.95,3494.1500000000005,1652.75,2634.43,-981.6799999999998,52597.33,51797.81,799.5200000000041,45189.49,44312.02,877.4700000000012
2024-06-12,15958.45,15403.0,555.4500000000007,10952.85,9401.8,1551.050000000001,1650.5,2757.63,-1107.13,49971.08,49805.91,165.16999999999825,40146.82,41232.47,-1085.6500000000015
2024-06-13,25024.7,22098.73,2925.970000000001,9150.84,9664.64,-513.7999999999993,1616.41,1723.3,-106.88999999999987,52131.14,53051.84,-920.6999999999971,40196.89,41898.91,-1702.020000000004
2024-06-14,16558.87,13406.87,3151.999999999998,9322.25,8675.61,646.6399999999994,1665.84,1713.26,-47.42000000000007,60068.59,62081.11,-2012.520000000004,45358.72,47360.43,-2001.7099999999991
2024-06-18,18796.27,17265.46,1530.8100000000013,10162.85,9152.65,1010.2000000000007,1683.7,2134.34,-450.6400000000001,63320.44,64148.02,-827.5799999999945,47410.05,48496.6,-1086.5499999999956
2024-06-19,24182.81,33821.38,-9638.569999999996,18313.02,13045.71,5267.310000000001,2239.28,1728.13,511.1500000000001,65374.29,62156.65,3217.6399999999994,64461.23,63746.55,714.6800000000003
2024-06-20,16791.45,16274.14,517.3100000000013,10077.65,10458.21,-380.5599999999995,1674.91,1720.84,-45.929999999999836,60156.09,59811.82,344.2699999999968,51215.76,51676.23,-460.47000000000116
2024-06-21,44204.2,45389.66,-1185.4600000000064,14491.48,14645.86,-154.38000000000102,2212.5,1688.83,523.6700000000001,60928.75,60207.4,721.3499999999985,63616.53,63655.32,-38.79000000000087
2024-06-24,13908.12,13726.44,181.6800000000003,8599.33,9175.63,-576.2999999999993,1318.37,2042.04,-723.6700000000001,50083.53,49040.79,1042.739999999998,44692.79,45044.75,-351.9599999999991
2024-06-25,16485.0,15048.43,1436.5699999999997,9612.55,10223.0,-610.4500000000007,2310.94,2281.75,29.190000000000055,51714.3,50877.68,836.6200000000026,44162.08,45884.44,-1722.3600000000006
2024-06-26,19479.55,19250.97,228.5799999999981,14180.11,9671.61,4508.5,2675.3,2311.32,363.98,53803.72,55667.73,-1864.010000000002,46320.79,49225.79,-2905.0
2024-06-27,32012.17,23638.76,8373.41,22501.99,25307.93,-2805.9399999999987,3164.07,3481.82,-317.75,58965.96,60560.52,-1594.5599999999977,57664.72,61356.16,-3691.4400000000023
2024-06-28,20961.68,20597.09,364.59000000000015,17715.47,9599.45,8116.02,2143.22,3169.94,-1026.7200000000003,54141.42,59057.89,-4916.470000000001,48256.26,50512.1,-2255.8399999999965
2024-07-01,12700.45,13442.59,-742.1399999999994,12838.5,8495.78,4342.719999999999,1771.93,2471.46,-699.53,52067.15,53376.25,-1309.0999999999985,39503.67,40602.6,-1098.9300000000003
2024-07-02,14597.25,16936.5,-2339.25,11038.26,10151.68,886.5799999999999,1965.44,2137.42,-171.98000000000002,57073.95,55040.2,2033.75,46271.08,47036.14,-765.0599999999977
2024-07-03,18212.58,12491.9,5720.680000000002,10999.74,11350.89,-351.14999999999964,1892.76,2253.54,-360.78,56921.71,61131.28,-4209.57,46336.21,47124.17,-787.9599999999991
2024-07-04,14173.19,11086.98,3086.210000000001,8294.57,9698.41,-1403.8400000000001,1719.32,2313.95,-594.6299999999999,66928.77,67116.34,-187.56999999999243,46309.99,47324.37,-1014.3800000000047
2024-07-05,13987.92,12249.46,1738.460000000001,9950.42,10665.41,-714.9899999999998,1337.58,2167.8,-830.2200000000003,76528.47,76251.06,277.4100000000035,52653.8,53008.0,-354.1999999999971
2024-07-08,13390.06,14088.5,-698.4400000000005,11452.02,8261.11,3190.91,1455.23,1887.92,-432.69000000000005,67855.4,67948.18,-92.77999999999884,49529.13,51262.06,-1732.9300000000003
2024-07-09,14868.83,15164.27,-295.4400000000005,10342.08,8368.52,1973.5599999999995,1644.41,2061.25,-416.8399999999999,61673.92,60170.12,1503.7999999999956,45849.82,48183.78,-2333.959999999999
2024-07-10,17079.38,17076.72,2.6599999999998545,11530.78,10991.03,539.75,1745.18,1733.25,11.930000000000064,63592.28,62115.06,1477.2200000000012,52443.59,54030.23,-1586.6400000000067
2024-07-11,15561.15,16560.59,-999.4400000000005,12497.47,10385.74,2111.7299999999996,1838.72,2295.5,-456.78,62301.75,62350.54,-48.79000000000087,46445.78,46768.75,-322.97000000000116
2024-07-12,19667.78,15065.73,4602.049999999999,11573.09,12663.01,-1089.92,1722.31,1775.09,-52.77999999999997,68440.93,68769.26,-328.33000000000175,52481.58,55865.55,-3383.970000000001
2024-07-15,14666.14,12542.57,2123.5699999999997,12432.08,12581.48,-149.39999999999964,1408.95,1762.07,-353.1199999999999,57397.83,57763.29,-365.4599999999991,44716.35,45918.72,-1202.3700000000026
2024-07-16,14528.44,13593.37,935.0699999999997,11539.03,12268.26,-729.2299999999996,2474.37,2546.04,-71.67000000000007,54544.08,52947.53,1596.550000000003,40976.45,42478.03,-1501.5800000000017
2024-07-18,25389.4,20647.76,4741.640000000003,11958.21,13924.12,-1965.9100000000017,2335.45,3088.57,-753.1200000000003,56547.47,56793.4,-245.9300000000003,49788.38,51594.35,-1805.9700000000012
2024-07-19,15768.24,14692.38,1075.8600000000006,11536.03,12384.01,-847.9799999999996,2339.25,2208.96,130.28999999999996,55669.55,53375.35,2294.2000000000044,48195.3,50633.13,-2437.8299999999945
2024-07-22,17612.71,13673.89,3938.8199999999997,9983.56,11193.36,-1209.800000000001,2345.92,3050.9,-704.98,47233.24,48820.3,-1587.060000000005,43717.2,44065.64,-348.4400000000023
2024-07-23,15107.18,17337.52,-2230.34,12846.28,13283.52,-437.2399999999998,3115.69,2298.43,817.2600000000002,66794.71,64285.12,2509.590000000004,69559.12,69863.63,-304.5100000000093
2024-07-24,16347.94,21453.07,-5105.129999999999,13614.99,11369.86,2245.129999999999,2701.83,2172.04,529.79,53750.53,51082.96,2667.5699999999997,49428.5,49918.42,-489.91999999999825
2024-07-25,14359.96,16406.1,-2046.1399999999994,11818.54,9634.35,2184.1900000000005,2210.38,2464.21,-253.82999999999993,53243.93,51953.34,1290.5900000000038,46271.75,47798.57,-1526.8199999999997
2024-07-26,18232.67,15924.11,2308.5599999999977,14832.54,10699.96,4132.580000000002,2073.18,3153.99,-1080.81,54987.53,58226.61,-3239.0800000000017,45381.38,47044.69,-1663.310000000005
2024-07-29,17962.33,19805.08,-1842.75,16100.66,10056.39,6044.27,1775.86,2165.47,-389.6099999999999,58716.16,61853.46,-3137.2999999999956,52043.34,52554.32,-510.9800000000032
2024-07-30,14756.27,17176.94,-2420.6699999999983,14261.84,9651.18,4610.66,1784.68,2204.06,-419.3799999999999,57223.0,57330.71,-107.70999999999913,46938.67,48218.0,-1279.3300000000017
2024-07-31,21729.44,23794.92,-2065.4799999999996,12567.97,9624.61,2943.3599999999988,2358.41,2281.01,77.39999999999964,54201.26,54220.63,-19.369999999995343,44109.83,45125.3,-1015.4700000000012
2024-08-01,19129.75,16766.04,2363.709999999999,10346.37,11625.18,-1278.8099999999995,2101.53,1625.99,475.5400000000002,57278.46,56610.58,667.8799999999974,45344.67,47307.1,-1962.4300000000003
2024-08-02,14003.89,17850.52,-3846.630000000001,12804.71,11361.67,1443.039999999999,1962.12,1554.2,407.91999999999985,55584.94,52605.37,2979.5699999999997,44278.91,45473.75,-1194.8399999999965
2024-08-05,13408.48,23276.65,-9868.170000000002,17149.7,11444.65,5705.050000000001,3645.24,2514.44,1130.7999999999997,61725.8,59379.95,2345.850000000006,58007.4,58526.05,-518.6500000000015
2024-08-06,15224.43,18449.28,-3224.8499999999985,10489.12,8569.77,1919.3500000000004,2537.03,1569.01,968.0200000000002,50192.81,48599.79,1593.0199999999968,44571.77,45316.1,-744.3300000000017
2024-08-07,14519.57,18348.76,-3829.1899999999987,12774.67,9039.31,3735.3600000000006,2147.75,2068.59,79.15999999999985,45915.44,46018.95,-103.50999999999476,41257.52,41072.71,184.80999999999767
2024-08-08,15715.58,18158.99,-2443.4100000000017,7823.65,9245.21,-1421.5599999999995,2507.14,1429.23,1077.9099999999999,,,,,,
2024-08-09,12621.24,16381.82,-3760.58,11847.47,8094.72,3752.749999999999,2032.72,2116.99,-84.26999999999975,,,,,,
2024-08-12,13968.5,18154.44,-4185.939999999999,11146.47,7019.09,4127.379999999999,1873.72,1685.58,188.1400000000001,,,,,,
2024-08-13,14889.52,16671.9,-1782.380000000001,9630.32,9767.97,-137.64999999999964,2046.52,1133.89,912.6299999999999,,,,,,
2024-08-14,15694.27,17829.82,-2135.5499999999993,8768.91,7941.99,826.9200000000001,2350.29,1530.29,820.0,,,,,,
2024-08-16,18967.12,17625.02,1342.0999999999985,9957.77,7266.91,2690.8600000000006,1839.79,2168.71,-328.9200000000001,,,,,,
2024-08-19,12819.61,14575.89,-1756.2799999999988,8736.18,6934.07,1802.1100000000006,1942.52,1665.42,277.0999999999999,,,,,,
2024-08-20,16498.85,14797.24,1701.6099999999988,9111.47,7668.58,1442.8899999999994,1492.96,1949.6,-456.6399999999999,,,,,,
2024-08-21,16630.63,17620.76,-990.1299999999974,9677.14,7447.34,2229.7999999999993,1937.16,2181.55,-244.3900000000001,,,,,,
2024-08-22,18114.78,19942.59,-1827.8100000000013,9286.55,6432.99,2853.5599999999995,2153.74,2036.82,116.91999999999985,49691.59,49767.47,-75.88000000000466,37925.71,39456.17,-1530.4599999999991
