symbol,series,ind,faceVal,subject,exDate,recDate,bcStartDate,bcEndDate,ndStartDate,comp,isin,ndEndDate,caBroadcastDate
ZENSARTECH,EQ,-,2, Interim Dividend Rs 5/- Per Share,29-Jan-2016,01-Feb-2016,-,-,-,Zensar Technologies Limited,INE520A01019,-,
DHANI,EQ,-,2, Interim Dividend - Re 0.50/- Per Share,01-Feb-2016,02-Feb-2016,-,-,-,Dhani Services Limited,INE274G01010,-,
SAMMAANCAP,EQ,-,2, Interim Dividend - Rs 9/- Per Share,01-Feb-2016,02-Feb-2016,-,-,-,Sammaan Capital Limited,INE148I01020,-,
SUPREMEIND,EQ,-,2, Interim Dividend -  Rs 2.50/- Per Share (Purpose Revised),02-Feb-2016,03-Feb-2016,-,-,-,Supreme Industries Limited,INE195A01010,-,
EDELWEISS,EQ,-,1, Interim Dividend - Re 1/- Per Share,02-Feb-2016,03-Feb-2016,-,-,-,Edelweiss Financial Services Limited,INE532F01047,-,
BPCL,EQ,-,10, Interim Dividend -  Rs 12.50/- Per Share,02-Feb-2016,03-Feb-2016,-,-,-,Bharat Petroleum Corporation Limited,INE029A01011,-,
PERSISTENT,EQ,-,5, Interim Dividend - Rs 5/- Per Share (Purpose Revised),02-Feb-2016,03-Feb-2016,-,-,-,Persistent Systems Limited,INE262H01013,-,
ASHOKA,EQ,-,5, Interim Dividend -  Re 0.70/- Per Share,03-Feb-2016,04-Feb-2016,-,-,-,Ashoka Buildcon Limited,INE442H01011,-,
POWERGRID,EQ,-,10, Interim Dividend -  Re 0.80/- Per Share (Purpose Revised),03-Feb-2016,04-Feb-2016,-,-,-,Power Grid Corporation of India Limited,INE752E01010,-,
GODREJCP,EQ,-,1, Interim Dividend -  Re 1/- Per Share (Purpose Revised),03-Feb-2016,04-Feb-2016,-,-,-,Godrej Consumer Products Limited,INE102D01028,-,
DBCORP,EQ,-,10, Interim Dividend -  Rs 3.50/- Per Share,03-Feb-2016,04-Feb-2016,-,-,-,D.B.Corp Limited,INE950I01011,-,
IDFCFIRSTB,H5,-,5000,Payment Of Interest & Buyback Amount To Bondholders,04-Feb-2016,05-Feb-2016,-,-,-,IDFC First Bank Limited,INE092T01019,-,
IDFCFIRSTB,H6,-,5000, Buyback Of Bonds,04-Feb-2016,05-Feb-2016,-,-,-,IDFC First Bank Limited,INE092T01019,-,
SYMPHONY,EQ,-,2, Interim Dividend - Rs 5/- Per Share (Purpose Revised),04-Feb-2016,05-Feb-2016,-,-,-,Symphony Limited,INE225D01019,-,
BEL,EQ,-,1, Interim Dividend -  Rs 2.50 Per Share (Purpose Revised),04-Feb-2016,05-Feb-2016,-,-,-,Bharat Electronics Limited,INE263A01016,-,
AEGISLOG,EQ,-,1, Interim Dividend Re 0.30 Per Share (Purpose Revised),04-Feb-2016,05-Feb-2016,-,-,-,Aegis Logistics Limited,INE208C01025,-,
ALKALI,EQ,-,10, Interim Dividend - Re 0.80/- Per Share,04-Feb-2016,05-Feb-2016,-,-,-,Alkali Metals Limited,INE773I01017,-,
TVSMOTOR,EQ,-,1, Interim Dividend - Re 1/- Per Share (Purpose Revised),04-Feb-2016,06-Feb-2016,-,-,-,TVS Motor Company Limited,INE494B01015,-,
MARICO,EQ,-,1, Interim Dividend Rs 1.50 Per Share (Purpose Revised),05-Feb-2016,08-Feb-2016,-,-,-,Marico Limited,INE196A01026,-,
CONCOR,EQ,-,5, Interim Dividend -  Rs 8/- Per Share,05-Feb-2016,08-Feb-2016,-,-,-,Container Corporation of India Limited,INE111A01017,-,
GAEL,EQ,-,1, Interim Dividend Re 0.80 Per Share (Purpose Revised),05-Feb-2016,08-Feb-2016,-,-,-,Gujarat Ambuja Exports Limited,INE036B01022,-,
MPSLTD,EQ,-,10, Interim Dividend -  Rs 8/- Per Share,05-Feb-2016,08-Feb-2016,-,-,-,MPS Limited,INE943D01017,-,
IIFL,EQ,-,2, Interim Dividend Rs 3/- Per Share + Special Dividend Rs 1.25/- Per Share (Purpose Revised),05-Feb-2016,08-Feb-2016,-,-,-,IIFL Finance Limited,INE530B01024,-,
NTPC,EQ,-,10, Interim Dividend - Rs 1.60/- Per Share (Purpose Revised),05-Feb-2016,08-Feb-2016,-,-,-,NTPC Limited,INE733E01010,-,
GRANULES,EQ,-,1, Interim Dividend - Re 0.15/- Per Share,08-Feb-2016,09-Feb-2016,-,-,-,Granules India Limited,INE101D01012,-,
SHANTIGEAR,EQ,-,1, Interim Dividend -  Re 0.50/- Per Share,08-Feb-2016,09-Feb-2016,-,-,-,Shanthi Gears Limited,INE631A01022,-,
VRLLOG,EQ,-,10, Interim Dividend - Rs 5/- Per Share (Purpose Revised),08-Feb-2016,09-Feb-2016,-,-,-,VRL Logistics Limited,INE366I01010,-,
TCI,EQ,-,2, Interim Dividend - Re 0.60/- Per Share (Purpose Revised),08-Feb-2016,09-Feb-2016,-,-,-,Transport Corporation of India Limited,INE688A01022,-,
VIPIND,EQ,-,2, Interim Dividend Re 0.60 Per Share (Purposed Revised),08-Feb-2016,09-Feb-2016,-,-,-,VIP Industries Limited,INE054A01019,-,
AVTNPL,EQ,-,1, Interim Dividend - Re 0.20/- Per Share,09-Feb-2016,10-Feb-2016,-,-,-,AVT Natural Products Limited,INE488D01013,-,
NCLIND,EQ,-,10, Interim Dividend Re 1/- Per Share,09-Feb-2016,10-Feb-2016,-,-,-,NCL Industries Limited,INE732C01016,-,
SUNDARMFIN,EQ,-,10, Interim Dividend Rs 4.50 Per Share,09-Feb-2016,10-Feb-2016,-,-,-,Sundaram Finance Limited,INE660A01013,-,
WENDT,EQ,-,10, Interim Dividend - Rs 10/- Per Share,09-Feb-2016,10-Feb-2016,-,-,-,Wendt (India) Limited,INE274C01019,-,
CHOLAFIN,EQ,-,2, Interim Dividend Rs 2.50 Per Share,09-Feb-2016,10-Feb-2016,-,-,-,Cholamandalam Investment and Finance Company Limited,INE121A01016,-,
KPRMILL,EQ,-,1, Interim Dividend - Rs 5/- Per Share,09-Feb-2016,10-Feb-2016,-,-,-,K.P.R. Mill Limited,INE930H01015,-,
CARERATING,EQ,-,10, Interim Dividend Rs 6/- Per Share,10-Feb-2016,11-Feb-2016,-,-,-,CARE Ratings Limited,INE752H01013,-,
APTECHT,EQ,-,10, Interim Dividend - Re 1/- Per Share (Purpose Revised),10-Feb-2016,11-Feb-2016,-,-,-,Aptech Limited,INE266F01018,-,
SHREECEM,EQ,-,10, Interim Dividend - Rs 12/- Per Share (Purpose Revised),10-Feb-2016,11-Feb-2016,-,-,-,SHREE CEMENT LIMITED,INE070A01015,-,
GDL,EQ,-,10, Interim Dividend - Rs 4/- Per Share (Purpose Revised),10-Feb-2016,11-Feb-2016,-,-,-,Gateway Distriparks Limited,INE852F01015,-,
HAVELLS,EQ,-,1, Special Dividend - Rs 3/- Per Share (Purpose Revised),10-Feb-2016,11-Feb-2016,-,-,-,Havells India Limited,INE176B01018,-,
INDNIPPON,EQ,-,5, Interim Dividend -  Rs 4/- Share ,10-Feb-2016,11-Feb-2016,-,-,-,India Nippon Electricals Limited,INE092B01017,-,
HINDPETRO,EQ,-,10, Interim Dividend Rs 11.50 Per Share,11-Feb-2016,12-Feb-2016,-,-,-,Hindustan Petroleum Corporation Limited,INE094A01015,-,
TORNTPHARM,EQ,-,5, Interim Dividend - Rs 20/- Per Share (Purpose Revised),11-Feb-2016,12-Feb-2016,-,-,-,Torrent Pharmaceuticals Limited,INE685A01028,-,
SHARDAMOTR,EQ,-,2, Interim Dividend - Rs 6.25/- Per Share (Purpose Revised),11-Feb-2016,13-Feb-2016,-,-,-,Sharda Motor Industries Limited,INE597I01010,-,
NLCINDIA,EQ,-,10, Interim Dividend - Rs 1.50/- Per Share,11-Feb-2016,13-Feb-2016,-,-,-,NLC India Limited,INE589A01014,-,
BANCOINDIA,EQ,-,2, Interim Dividend Re 0.60 Per Share (Purpose Revised),11-Feb-2016,12-Feb-2016,-,-,-,Banco Products (I) Limited,INE213C01025,-,
UNOMINDA,EQ,-,2, Interim Dividend - Rs 3/- Per Share,11-Feb-2016,12-Feb-2016,-,-,-,UNO Minda Limited,INE405E01023,-,
JMFINANCIL,EQ,-,1, Interim Dividend Re 0.60/- Per Share (Purpose Revised),11-Feb-2016,13-Feb-2016,-,-,-,JM Financial Limited,INE780C01023,-,
MOTILALOFS,EQ,-,1, Interim Dividend - Rs 2/- Per Share,11-Feb-2016,13-Feb-2016,-,-,-,Motilal Oswal Financial Services Limited,INE338I01027,-,
3PLAND,EQ,-,2, Scheme Of Arrangement & Reconstruction,11-Feb-2016,12-Feb-2016,-,-,-,3P Land Holdings Limited,INE105C01023,-,
AMJLAND,EQ,-,2, Scheme Of Arrangement & Reconstruction,11-Feb-2016,12-Feb-2016,-,-,-,Amj Land Holdings Limited,INE606A01024,-,
CUMMINSIND,EQ,-,2, Interim Dividend - Rs 5/- Pe R Share,11-Feb-2016,13-Feb-2016,-,-,-,Cummins India Limited,INE298A01020,-,
GREAVESCOT,EQ,-,2, Interim Dividend - Rs 4.50/- Per Share (Purpose Revised),11-Feb-2016,12-Feb-2016,-,-,-,Greaves Cotton Limited,INE224A01018,-,
HEXAWARE,EQ,-,2, Interim Dividend - Rs 2.40/- Per Share,12-Feb-2016,15-Feb-2016,-,-,-,Hexaware Technologies Limited,INE093A01033,-,
ACCELYA,EQ,-,10, Interim Dividend - Rs 15/- Per Share,12-Feb-2016,15-Feb-2016,-,-,-,Accelya Solutions India Limited,INE793A01012,-,
AARTIIND,EQ,-,5, Interim Dividend -Rs 2/- Per Share (Purpose Revised),12-Feb-2016,15-Feb-2016,-,-,-,Aarti Industries Limited,INE769A01020,-,
AARTIDRUGS,EQ,-,10, Interim Dividend - Rs 1.50/- Per Share (Purpose Revised),12-Feb-2016,15-Feb-2016,-,-,-,Aarti Drugs Limited,INE767A01016,-,
CAPLIPOINT,EQ,-,2, Interim Dividend Rs 2.50 Per Share (Purpose Revised),15-Feb-2016,16-Feb-2016,-,-,-,Caplin Point Laboratories Limited,INE475E01018,-,
SRF,EQ,-,10, Interim Dividend Rs 5/- Per Share (Purpose Revised),15-Feb-2016,16-Feb-2016,-,-,-,SRF Limited,INE647A01010,-,
GESHIP,EQ,-,10, Interim Dividend - Rs 6/- Per Share,15-Feb-2016,16-Feb-2016,-,-,-,The Great Eastern Shipping Company Limited,INE017A01032,-,
BIRLANU,EQ,-,10, Interim Dividend - Rs 7.50/- Per Share,15-Feb-2016,16-Feb-2016,-,-,-,BirlaNu Limited,INE557A01011,-,
TUBEINVEST,EQ,-,2, Interim Dividend - Rs 1.50/- Per Share,15-Feb-2016,16-Feb-2016,-,-,-,Tube Investments of India Limited,INE149A01025,-,
STERTOOLS,EQ,-,2, Interim Dividend Rs 5/- Per Share (Purpose Revised),15-Feb-2016,16-Feb-2016,-,-,-,Sterling Tools Limited,INE334A01015,-,
GAIL,EQ,-,10, Interim Dividend Rs 2.50 Per Share (Purpose Revised),16-Feb-2016,17-Feb-2016,-,-,-,GAIL (India) Limited,INE129A01019,-,
PFC,EQ,-,10, Interim Dividend Rs 4.50 Per Share (Purpose Revised),16-Feb-2016,17-Feb-2016,-,-,-,Power Finance Corporation Limited,INE134E01011,-,
TVSHLTD,EQ,-,5, Iinterim Dividend Rs 21/- Per Share (Purpose Revised),16-Feb-2016,17-Feb-2016,-,-,-,TVS Holdings Limited,INE105A01035,-,
SJVN,EQ,-,10, Interim Dividend - Re 0.63 Per Share,16-Feb-2016,17-Feb-2016,-,-,-,SJVN Limited,INE002L01015,-,
TVSSRICHAK,EQ,-,10, Interim Dividend - Rs 30/- Per Share,16-Feb-2016,17-Feb-2016,-,-,-,TVS Srichakra Limited,INE421C01016,-,
CARBORUNIV,EQ,-,1, Interim Dividend - Re 1/- Per Share,16-Feb-2016,17-Feb-2016,-,-,-,Carborundum Universal Limited,INE120A01026,-,
DCMSHRIRAM,EQ,-,2, Interim Dividend - Rs 1.20/- Per Share,16-Feb-2016,17-Feb-2016,-,-,-,DCM Shriram Limited,INE499A01024,-,
MAYURUNIQ,EQ,-,5, Interim Dividend - Re 0.85/- Per Share (Purpose Revised),16-Feb-2016,17-Feb-2016,-,-,-,Mayur Uniquoters Ltd,INE040D01012,-,
KKCL,EQ,-,10, Interim Dividend- Rs 8/- Per Share,16-Feb-2016,17-Feb-2016,-,-,-,Kewal Kiran Clothing Limited,INE401H01017,-,
JMA,EQ,-,2, Interim Dividend Rs.4/- Per Share (Purpose Revised),17-Feb-2016,19-Feb-2016,-,-,-,Jullundur Motor Agency (Delhi) Limited,INE412C01015,-,
SUNTV,EQ,-,5, Interim Dividend Rs.2/- Per Share (Purpose Revised),17-Feb-2016,20-Feb-2016,-,-,-,Sun TV Network Limited,INE424H01027,-,
AMRUTANJAN,EQ,-,1, Interim Dividend Rs.1.20 Per Share (Purpose Revised),17-Feb-2016,19-Feb-2016,-,-,-,Amrutanjan Health Care Limited,INE098F01015,-,
BHARATFORG,EQ,-,2, Interim Dividend Rs 3/- Per Share,17-Feb-2016,19-Feb-2016,-,-,-,Bharat Forge Limited,INE465A01025,-,
GULFOILLUB,EQ,-,2, Interim Dividend Rs 3/- Per Share,17-Feb-2016,19-Feb-2016,-,-,-,Gulf Oil Lubricants India Limited,INE635Q01029,-,
MOIL,EQ,-,10, Interim Dividend Rs 3/- Per Share,17-Feb-2016,19-Feb-2016,-,-,-,MOIL Limited,INE490G01020,-,
PRECWIRE,EQ,-,1, Interim Dividend Rs 1.50 Per Share,17-Feb-2016,19-Feb-2016,-,-,-,Precision Wires India Limited,INE372C01011,-,
BERGEPAINT,EQ,-,1, Interim Dividend Re 0.65 Per Share,17-Feb-2016,19-Feb-2016,-,-,-,Berger Paints (I) Limited,INE463A01020,-,
SUPRAJIT,EQ,-,1, Interim Dividend Re 0.50 Per Share,17-Feb-2016,19-Feb-2016,-,-,-,Suprajit Engineering Limited,INE399C01030,-,
MOLDTKPAC,EQ,-,5, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,17-Feb-2016,18-Feb-2016,-,-,-,Mold-Tek Packaging Limited,INE893J01011,-,
ARROWGREEN,EQ,-,10, Interim Dividend - Rs 3/- Per Share,17-Feb-2016,18-Feb-2016,-,-,-,Arrow Greentech Limited,INE570D01018,-,
CENTUM,EQ,-,10, Interim Dividend -Re 1/- Per Share,17-Feb-2016,19-Feb-2016,-,-,-,Centum Electronics Limited,INE320B01020,-,
PAGEIND,EQ,-,10, Interim Dividend - Rs 21/- Per Share (Purpose Revised),17-Feb-2016,19-Feb-2016,-,-,-,Page Industries Limited,INE761H01022,-,
HGS,EQ,-,10, Interim Dividend - Rs 3.75/- Per Share,17-Feb-2016,19-Feb-2016,-,-,-,Hinduja Global Solutions Limited,INE170I01016,-,
RECLTD,EQ,-,10, Interim Dividend - Rs 12/- Per Share (Purpose Revised),17-Feb-2016,18-Feb-2016,-,-,-,REC Limited,INE020B01018,-,
TAKE,EQ,-,1, Interim Dividend- Re 0.30/- Per Share,17-Feb-2016,19-Feb-2016,-,-,-,Take Solutions Limited,INE142I01023,-,
TECHNO,EQ,-,2, Interim Dividend - Rs 3/- Per Share,17-Feb-2016,18-Feb-2016,-,-,-,Techno Electric & Engineering Company Limited,INE286K01024,-,
IFCI,EQ,-,10, Interim Dividend Re.1/- Per Share (Purpose Revised),17-Feb-2016,20-Feb-2016,-,-,-,IFCI Limited,INE039A01010,-,
DHANUKA,EQ,-,2, Interim Dividend Rs 2.50 Per Share,18-Feb-2016,22-Feb-2016,-,-,-,Dhanuka Agritech Limited,INE435G01025,-,
ADVANIHOTR,EQ,-,2, Interim Dividend - Re 0.48/- Per Share,18-Feb-2016,22-Feb-2016,-,-,-,Advani Hotels & Resorts (India) Limited,INE199C01026,-,
ORBTEXP,EQ,-,10, Interim Dividend - Rs 2.25/- Per Share,18-Feb-2016,22-Feb-2016,-,-,-,Orbit Exports Limited,INE231G01010,-,
AUROPHARMA,EQ,-,1, Interim Dividend- Re 0.70/- Per Share,18-Feb-2016,22-Feb-2016,-,-,-,Aurobindo Pharma Limited,INE406A01029,-,
NHPC,EQ,-,10, Interim Dividend - Re 0.92/- Per Share,18-Feb-2016,22-Feb-2016,-,-,-,NHPC Limited,INE848E01016,-,
AMBUJACEM,EQ,-,2, Final Dividend - Rs 1.20/- Per Share,22-Feb-2016,-,24-Feb-2016,29-Feb-2016,-,Ambuja Cements Limited,INE079A01024,-,
ACC,EQ,-,10, Dividend - Rs 6/- Per Share,22-Feb-2016,-,24-Feb-2016,29-Feb-2016,-,ACC Limited,INE012A01025,-,
ANTELOPUS,EQ,-,10, Interim Dividend - Rs 5/- Per Share,22-Feb-2016,23-Feb-2016,-,-,-,Antelopus Selan Energy Limited,INE818A01017,-,
NATCOPHARM,EQ,-,2, Interim Dividend - Rs 1.25/- Per Share,22-Feb-2016,23-Feb-2016,-,-,-,Natco Pharma Limited,INE987B01018,-,
WHEELS,EQ,-,10, Interim Dividend - Rs 3.50 Per Share,22-Feb-2016,23-Feb-2016,-,-,-,Wheels India Limited,INE715A01015,-,
MINDACORP,EQ,-,2, Interim Dividend - Re 0.20/- Per Share,23-Feb-2016,24-Feb-2016,-,-,-,Minda Corporation Limited,INE842C01013,-,
IOC,EQ,-,10, Interim Dividend - Rs 5.50/- Per Share,23-Feb-2016,24-Feb-2016,-,-,-,Indian Oil Corporation Limited,INE242A01010,-,
MANAPPURAM,EQ,-,2, Interim Dividend - Re 0.45/- Per Share,23-Feb-2016,24-Feb-2016,-,-,-,Manappuram Finance Limited,INE522D01027,-,
NDL,EQ,-,1, Interim Dividend - Re 0.80/- Per Share,23-Feb-2016,24-Feb-2016,-,-,-,Nandan Denim Limited,INE875G01030,-,
GOLDIAM,EQ,-,2, Interim Dividend - Rs 2/- Per Share,23-Feb-2016,24-Feb-2016,-,-,-,Goldiam International Limited,INE025B01017,-,
NMDC,EQ,-,1, Interim Dividend - Rs 9.50/- Per Share,24-Feb-2016,25-Feb-2016,-,-,-,NMDC Limited,INE584A01023,-,
HITECHGEAR,EQ,-,10, Interim Dividend - Rs 1.50/- Per Share,25-Feb-2016,26-Feb-2016,-,-,-,The Hi-Tech Gears Limited,INE127B01011,-,
BFUTILITIE,EQ,-,5, Annual General Meeting,29-Feb-2016,-,02-Mar-2016,02-Mar-2016,-,BF Utilities Limited,INE243D01012,-,
PRAKASHSTL,EQ,-,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,03-Mar-2016,04-Mar-2016,-,-,-,Prakash Steelage Limited,INE696K01016,-,
IDFCFIRSTB,HB,-,5000, Interest Payment,03-Mar-2016,04-Mar-2016,-,-,-,IDFC First Bank Limited,INE092T01019,-,
BPCL,EQ,-,10, Interim Dividend - Rs 3.50/- Per Share,03-Mar-2016,05-Mar-2016,-,-,-,Bharat Petroleum Corporation Limited,INE029A01011,-,
L&TINFRA,H5,-,1000, Interest Payment,04-Mar-2016,08-Mar-2016,-,-,-,L&T Infrastructure Finance Company Limited,INE691I07126,-,
CRISIL,EQ,-,1, Annual General Meeting/ Final Dividend - Rs 7/- + Special Dividend -Rs 3/- Per Share,08-Mar-2016,-,10-Mar-2016,11-Mar-2016,-,CRISIL Limited,INE007A01017,-,
ENGINERSIN,EQ,-,5, Interim Dividend - Rs 2/- Per Share (Purpose Revised),08-Mar-2016,09-Mar-2016,-,-,-,Engineers India Limited,INE510A01010,-,
MINDTREE,EQ,-,10, Bonus 1:1,09-Mar-2016,10-Mar-2016,-,-,-,MindTree Limited,INE018I01017,-,
IDFCFIRSTB,HD,-,5000, Interest Payment,10-Mar-2016,11-Mar-2016,-,-,-,IDFC First Bank Limited,INE092T01019,-,
NAVNETEDUL,EQ,-,2, Interim Dividend - Rs 2.20/- Per Share (Purpose Revised),14-Mar-2016,15-Mar-2016,-,-,-,Navneet Education Limited,INE060A01024,-,
SUVEN,EQ,-,1, Interim Dividend - Re 1/- Per Share / Special Dividend - Re 1/- Per Share (Purpose Revised),14-Mar-2016,15-Mar-2016,-,-,-,Suven Life Sciences Limited,INE495B01038,-,
COALINDIA,EQ,-,10, Interim Dividend - Rs 27.40/- Per Share (Purpose Revised),14-Mar-2016,15-Mar-2016,-,-,-,Coal India Limited,INE522F01014,-,
RAMASTEEL,EQ,-,1, Bonus 4:1/Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,14-Mar-2016,15-Mar-2016,-,-,-,Rama Steel Tubes Limited,INE230R01019,-,
NLCINDIA,EQ,-,10, Interest Dividend - Re 0.30/- Per Share,14-Mar-2016,15-Mar-2016,-,-,-,NLC India Limited,INE589A01014,-,
CGPOWER,EQ,-,2, Scheme Of Arrangement,15-Mar-2016,16-Mar-2016,-,-,-,CG Power and Industrial Solutions Limited,INE067A01029,-,
GODREJIND,EQ,-,1, Interim Dividend - Re 1.75 Per Share (Purpose Revised),15-Mar-2016,16-Mar-2016,-,-,-,Godrej Industries Limited,INE233A01035,-,
CENTURYPLY,EQ,-,1, Interim Dividend - Re 1/- Per Share (Purpose Revised),15-Mar-2016,16-Mar-2016,-,-,-,Century Plyboards (India) Limited,INE348B01021,-,
BAJAJHLDNG,EQ,-,10, Interim Dividend - Rs 25/- Per Share (Purpose Revised),16-Mar-2016,17-Mar-2016,-,-,-,Bajaj Holdings & Investment Limited,INE118A01012,-,
BAJFINANCE,EQ,-,1, Interim Dividend - Rs 18/- Per Share (Purpose Revised),16-Mar-2016,17-Mar-2016,-,-,-,Bajaj Finance Limited,INE296A01016,-,
BALKRISIND,EQ,-,2, Interim Dividend - Rs 3/- Per Share + Special Dividend - Rs 2.50/- Per Share (Purpse Revised),16-Mar-2016,17-Mar-2016,-,-,-,Balkrishna Industries Limited,INE787D01018,-,
BANARBEADS,EQ,-,10, Interim Dividend - Rs 2.50 Per Share (Purpose Revised),16-Mar-2016,17-Mar-2016,-,-,-,Banaras Beads Limited,INE655B01011,-,
MUNJALSHOW,EQ,-,2, Interim Dividend - Rs 4/- Per Share (Purpose Revised),16-Mar-2016,17-Mar-2016,-,-,-,Munjal Showa Limited,INE577A01027,-,
KPRMILL,EQ,-,1, Interim Dividend - Rs 4/- Per Share (Purpose Revised),16-Mar-2016,17-Mar-2016,-,-,-,K.P.R. Mill Limited,INE930H01015,-,
ONGC,EQ,-,5, Interim Dividend - Re 0.75/- Per Share (Purpose Revised),16-Mar-2016,17-Mar-2016,-,-,-,Oil & Natural Gas Corporation Limited,INE213A01011,-,
PLASTIBLEN,EQ,-,5, Interim Dividend Rs 5.75/- + Special Dividend - Rs 1.25/- Per Share (Purpose Revised),16-Mar-2016,17-Mar-2016,-,-,-,Plastiblends India Limited,INE083C01014,-,
SIYSIL,EQ,-,2, Interim Dividend - Rs 11/- Per Share (Purpose Revised),16-Mar-2016,17-Mar-2016,-,-,-,Siyaram Silk Mills Limited,INE076B01010,-,
BAJAJFINSV,EQ,-,1, Interim Dividend - Rs 1.75/- Per Share (Purpose Revised),16-Mar-2016,17-Mar-2016,-,-,-,Bajaj Finserv Limited,INE918I01018,-,
BAJAJ-AUTO,EQ,-,10, Interim Dividend - Rs 50/- Per Share (Purpose Revised),16-Mar-2016,17-Mar-2016,-,-,-,Bajaj Auto Limited,INE917I01010,-,
ALKYLAMINE,EQ,-,2, Interim Dividend  - Rs 10/- Per Share (Purpose Revised),16-Mar-2016,17-Mar-2016,-,-,-,Alkyl Amines Chemicals Limited,INE150B01013,-,
AJMERA,EQ,-,10, Interim Dividend - Rs 1.70/- Per Share (Purpose Revised),16-Mar-2016,17-Mar-2016,-,-,-,Ajmera Realty & Infra India Limited,INE298G01027,-,
ADHUNIK,EQ,-,10, Annual General Meeting,16-Mar-2016,-,18-Mar-2016,31-Mar-2016,-,Adhunik Metaliks Limited,INE400H01019,-,
KABRAEXTRU,EQ,-,5, Interim Dividend - Rs 2.25 Per Share (Purpose Revised),16-Mar-2016,17-Mar-2016,-,-,-,Kabra Extrusion Technik Limited,INE900B01011,-,
IRB,EQ,-,1, Interim Dividend - Rs 2/- Per Share (Purpose Revised),16-Mar-2016,17-Mar-2016,-,-,-,IRB Infrastructure Developers Limited,INE821I01014,-,
TORNTPHARM,EQ,-,5, Interim Dividend - Rs 15/- Per Share (Purpose Revised),16-Mar-2016,17-Mar-2016,-,-,-,Torrent Pharmaceuticals Limited,INE685A01028,-,
ASHOKA,EQ,-,5, Interim Dividend - Re 0.80/- Per Share,16-Mar-2016,17-Mar-2016,-,-,-,Ashoka Buildcon Limited,INE442H01011,-,
ZYDUSWELL,EQ,-,2, Interim Dividend - Rs 6.50/- Per Share,16-Mar-2016,17-Mar-2016,-,-,-,Zydus Wellness Limited,INE768C01010,-,
