symbol,series,ind,faceVal,subject,exDate,recDate,bcStartDate,bcEndDate,ndStartDate,comp,isin,ndEndDate,caBroadcastDate
KPRMILL,EQ,-,1, Interim Dividend - Rs 3.75 Per Share,11-Feb-2020,12-Feb-2020,-,-,-,K.P.R. Mill Limited,INE930H01015,-,
TVSMOTOR,EQ,-,1, Interim Dividend - Rs 2.10 Per Share,11-Feb-2020,12-Feb-2020,-,-,-,TVS Motor Company Limited,INE494B01015,-,
IRBINVIT,IV,-,102, Third Distribution - Interest Payment Rs 2 Per Unit/ Return Of Capital Re 0.70 Per Unit,12-Feb-2020,13-Feb-2020,-,-,-,IRB InvIT Fund,INE183W23014,-,
DLF,EQ,-,2, Interim Dividend - Rs 1.20 Per Share,12-Feb-2020,13-Feb-2020,-,-,-,DLF Limited,INE271C01023,-,
DHAMPURSUG,EQ,-,10, Interim Dividend - Rs 6 Per Share,12-Feb-2020,13-Feb-2020,-,-,-,Dhampur Sugar Mills Limited,INE041A01016,-,
ARROWGREEN,EQ,-,10, Rights 1:5 @ Premium Rs 26/-,12-Feb-2020,13-Feb-2020,-,-,-,Arrow Greentech Limited,INE570D01018,-,
WELCORP,EQ,-,5, Interim Dividend - Rs 10 Per Share,12-Feb-2020,13-Feb-2020,-,-,-,Welspun Corp Limited,INE191B01025,-,
BLS,EQ,-,1, Interim Dividend - Rs 0.50 Per Share,13-Feb-2020,14-Feb-2020,-,-,-,BLS International Services Limited,INE153T01019,-,
82GS2022,GS,-,100, Interest Payment,13-Feb-2020,14-Feb-2020,-,-,-,GOVERNMENT OF INDIA,IN0020060037,-,
828GS2032,GS,-,100, Interest Payment,13-Feb-2020,14-Feb-2020,-,-,-,GOVERNMENT OF INDIA,IN0020060086,-,
SAMMAANCAP,EQ,-,2, Interim Dividend - Rs 6 Per Share,13-Feb-2020,15-Feb-2020,-,-,-,Sammaan Capital Limited,INE148I01020,-,
IIFLCAPS,EQ,-,2, Interim Dividend - Rs 2 Per Share,13-Feb-2020,15-Feb-2020,-,-,-,IIFL Capital Services Limited,INE489L01022,-,
KEC,EQ,-,2, Interim Dividend - Rs 3.4 Per Share,13-Feb-2020,15-Feb-2020,-,-,-,KEC International Limited,INE389H01014,-,
SUPRAJIT,EQ,-,1, Interim Dividend - Rs 0.75 Per Share,13-Feb-2020,14-Feb-2020,-,-,-,Suprajit Engineering Limited,INE399C01030,-,
METROPOLIS,EQ,-,2, Interim Dividend - Rs 8 Per Share,13-Feb-2020,15-Feb-2020,-,-,-,Metropolis Healthcare Limited,INE112L01020,-,
ARCHIDPLY,EQ,-,10, Demerger,13-Feb-2020,14-Feb-2020,-,-,-,Archidply Industries Limited,INE877I01016,-,
824GS2027,GS,-,100, Interest Payment,13-Feb-2020,14-Feb-2020,-,-,-,GOVERNMENT OF INDIA,IN0020060078,-,
ALKEM,EQ,-,2, Interim Dividend - Rs 22 Per Share,13-Feb-2020,15-Feb-2020,-,-,-,Alkem Laboratories Limited,INE540L01014,-,
MOIL,EQ,-,10, Interim Dividend - Rs 3 Per Share,13-Feb-2020,14-Feb-2020,-,-,-,MOIL Limited,INE490G01020,-,
TI,EQ,-,10, Extra Ordinary General Meeting,13-Feb-2020,15-Feb-2020,-,-,-,Tilaknagar Industries Limited,INE133E01013,-,
ENGINERSIN,EQ,-,5, Interim Dividend - Rs 3.60 Per Share,14-Feb-2020,17-Feb-2020,-,-,-,Engineers India Limited,INE510A01010,-,
VIKASPROP,EQ,-,1, Interim Dividend - Re 0.10 Per Share,17-Feb-2020,18-Feb-2020,-,-,-,Vikas Proppant & Granite Limited,INE767B01022,-,
AARTIDRUGS,EQ,-,10, Interim Dividend - Rs 2 Per Share,17-Feb-2020,18-Feb-2020,-,-,-,Aarti Drugs Limited,INE767A01016,-,
AUROPHARMA,EQ,-,1, Interim Dividend - Rs 1.75 Per Share,17-Feb-2020,18-Feb-2020,-,-,-,Aurobindo Pharma Limited,INE406A01029,-,
GAIL,EQ,-,10, Interim Dividend - Rs 6.4 Per Share,17-Feb-2020,18-Feb-2020,-,-,-,GAIL (India) Limited,INE129A01019,-,
ASTRAL,EQ,-,1, Interim Dividend - Re 0.60 Per Share,17-Feb-2020,19-Feb-2020,-,-,-,Astral Limited,INE006I01012,-,
KPITTECH,EQ,-,10, Interim Dividend - Rs 0.55 Per Share,17-Feb-2020,18-Feb-2020,-,-,-,KPIT Technologies Limited,INE04I401011,-,
MINDACORP,EQ,-,2, Int Dividend - Rs 0.35 Per Share,17-Feb-2020,19-Feb-2020,-,-,-,Minda Corporation Limited,INE842C01013,-,
UNOMINDA,EQ,-,2, Interim Dividend - Rs 0.40 Per Share,17-Feb-2020,18-Feb-2020,-,-,-,UNO Minda Limited,INE405E01023,-,
RANEHOLDIN,EQ,-,10, Interim Dividend - Rs 4 Per Share,17-Feb-2020,18-Feb-2020,-,-,-,Rane Holdings Limited,INE384A01010,-,
RITES,EQ,-,10, Interim Dividend - Rs 4 Per Share,17-Feb-2020,18-Feb-2020,-,-,-,RITES Limited,INE320J01015,-,
STARCEMENT,EQ,-,1, Interim Dividend - Re 1 Per Share,17-Feb-2020,18-Feb-2020,-,-,-,Star Cement Limited,INE460H01021,-,
SUNPHARMA,EQ,-,1, Interim Dividend - Rs 3 Per Share,17-Feb-2020,18-Feb-2020,-,-,-,Sun Pharmaceutical Industries Limited,INE044A01028,-,
SYMPHONY,EQ,-,2, Interim Dividend - Rs 2 Per Share/ Splecial Dividend - Rs 18 Per Share,17-Feb-2020,19-Feb-2020,-,-,-,Symphony Limited,INE225D01019,-,
OSEINTRUST,IV,-,100, Distribution - Rs 0.51 Per Unit,17-Feb-2020,19-Feb-2020,-,-,-,Oriental InfraTrust,INE07Z523018,-,
HIKAL,EQ,-,2, Interim Dividend - Re 1 Per Share,17-Feb-2020,18-Feb-2020,-,-,-,Hikal Limited,INE475B01014,-,
ADFFOODS,EQ,-,2, Interim Dividend - Rs 1.5 Per Share,17-Feb-2020,19-Feb-2020,-,-,-,ADF Foods Limited,INE982B01019,-,
IFGLEXPOR,EQ,-,10, Interim Dividend - Rs 2.50 Per Share,17-Feb-2020,19-Feb-2020,-,-,-,IFGL Refractories Limited,INE133Y01011,-,
NHPC,EQ,-,10, Int Dividend - Rs 1.18 Per Share,17-Feb-2020,19-Feb-2020,-,-,-,NHPC Limited,INE848E01016,-,
HEG,EQ,-,2, Interim Dividend - Rs 25 Per Share,17-Feb-2020,19-Feb-2020,-,-,-,HEG Limited,INE545A01016,-,
DALBHARAT,EQ,-,2, Interim Dividend - Rs 2 Per Share,17-Feb-2020,18-Feb-2020,-,-,-,Dalmia Bharat Limited,INE00R701025,-,
HEROMOTOCO,EQ,-,2, Interim Dividend - Rs 65 Per Sh,17-Feb-2020,18-Feb-2020,-,-,-,Hero MotoCorp Limited,INE158A01026,-,
VIDHIING,EQ,-,1, Interim Dividend - Re 0.40 Per Share,18-Feb-2020,21-Feb-2020,-,-,-,Vidhi Specialty Food Ingredients Limited,INE632C01026,-,
INDNIPPON,EQ,-,5, Interim Dividend - Rs 3 Per Share,18-Feb-2020,20-Feb-2020,-,-,-,India Nippon Electricals Limited,INE092B01017,-,
ALKYLAMINE,EQ,-,2, Interim Dividend - Rs 10 Per Share,18-Feb-2020,20-Feb-2020,-,-,-,Alkyl Amines Chemicals Limited,INE150B01013,-,
ADVANIHOTR,EQ,-,2, Interim Dividend - Rs 1.10 Per Share,18-Feb-2020,21-Feb-2020,-,-,-,Advani Hotels & Resorts (India) Limited,INE199C01026,-,
CESC,EQ,-,1, Interim Dividend - Rs 20 Per Share,18-Feb-2020,20-Feb-2020,-,-,-,CESC Limited,INE486A01013,-,
KAJARIACER,EQ,-,1, Interim Dividend - Rs 3 Per Share,18-Feb-2020,20-Feb-2020,-,-,-,Kajaria Ceramics Limited,INE217B01028,-,
NMDC,EQ,-,1, Interim Dividend - Rs 5.29 Per Share,18-Feb-2020,21-Feb-2020,-,-,-,NMDC Limited,INE584A01023,-,
MRF,EQ,-,10, Interim Dividend - Rs 3 Per Share,18-Feb-2020,21-Feb-2020,-,-,-,MRF Limited,INE883A01011,-,
NATIONALUM,EQ,-,5, Interim Dividend - Rs 1.5 Per Share,18-Feb-2020,20-Feb-2020,-,-,-,National Aluminium Company Limited,INE139A01026,-,
PRECWIRE,EQ,-,1, Interim Dividend - Rs 1 Per Share,18-Feb-2020,21-Feb-2020,-,-,-,Precision Wires India Limited,INE372C01011,-,
SANDHAR,EQ,-,10, Interim Dividend - Rs 1.25 Per Share,18-Feb-2020,20-Feb-2020,-,-,-,Sandhar Technologies Limited,INE278H01035,-,
SATIA,EQ,-,1, Interim Dividend - Re 0.15 Per Share,18-Feb-2020,22-Feb-2020,-,-,-,Satia Industries Limited,INE170E01015,-,
SHREYANIND,EQ,-,10, Interim Dividend - Rs 3 Per Share,18-Feb-2020,21-Feb-2020,-,-,-,Shreyans Industries Limited,INE231C01019,-,
AMRUTANJAN,EQ,-,1, Interim Dividend - Re 1.55 Per Share,18-Feb-2020,21-Feb-2020,-,-,-,Amrutanjan Health Care Limited,INE098F01015,-,
BODALCHEM,EQ,-,2, Interim Dividend - Re 0.80 Per Share,18-Feb-2020,21-Feb-2020,-,-,-,Bodal Chemicals Limited,INE338D01028,-,
SUNDARMFIN,EQ,-,10, Interim Dividend - Rs 10 Per Share,18-Feb-2020,21-Feb-2020,-,-,-,Sundaram Finance Limited,INE660A01013,-,
TRIVENI,EQ,-,1, Interim Dividend - Re 1.1 Per Share,18-Feb-2020,20-Feb-2020,-,-,-,Triveni Engineering & Industries Limited,INE256C01024,-,
LUXIND,EQ,-,2, Interim Dividend - Rs 10 Per Share,18-Feb-2020,21-Feb-2020,-,-,-,Lux Industries Limited,INE150G01012,-,
MIRZAINT,EQ,-,2, Interim Dividend - Rs 0.90 Per Share,18-Feb-2020,20-Feb-2020,-,-,-,Mirza International Limited,INE771A01026,-,
NAUKRI,EQ,-,2, Interim Dividend - Rs 3.50 Per Share,18-Feb-2020,20-Feb-2020,-,-,-,Info Edge (India) Limited,INE663F01024,-,
PAGEIND,EQ,-,10, Interim Dividend - Rs 58 Per Share,18-Feb-2020,22-Feb-2020,-,-,-,Page Industries Limited,INE761H01022,-,
IPCALAB,EQ,-,1, Interim Dividend - Rs 5 Per Share,18-Feb-2020,20-Feb-2020,-,-,-,IPCA Laboratories Limited,INE571A01020,-,
MAANALU,EQ,-,5, Interim Dividend - Re 1 Per Share,18-Feb-2020,20-Feb-2020,-,-,-,Maan Aluminium Limited,INE215I01019,-,
TORNTPOWER,EQ,-,10, Interim Dividend - Rs 11.60 Per Share,18-Feb-2020,20-Feb-2020,-,-,-,Torrent Power Limited,INE813H01021,-,
HITECHGEAR,EQ,-,10, Interim Dividend - Rs 1.50 Per Share,18-Feb-2020,22-Feb-2020,-,-,-,The Hi-Tech Gears Limited,INE127B01011,-,
CONCOR,EQ,-,5, Int Dividend - Rs 0.75 Per Share,18-Feb-2020,20-Feb-2020,-,-,-,Container Corporation of India Limited,INE111A01017,-,
VISAKAIND,EQ,-,2, Int Dividend - Rs 10 Per Share,18-Feb-2020,20-Feb-2020,-,-,-,Visaka Industries Limited,INE392A01013,-,
VRLLOG,EQ,-,10, Interim Dividend - Rs 3 Per Share,18-Feb-2020,21-Feb-2020,-,-,-,VRL Logistics Limited,INE366I01010,-,
FINEORG,EQ,-,5, Interim Dividend - Rs 4 Per Share,18-Feb-2020,21-Feb-2020,-,-,-,Fine Organic Industries Limited,INE686Y01026,-,
GSCLCEMENT,EQ,-,10, Interim Dividend - Re 1 Per Share,18-Feb-2020,20-Feb-2020,-,-,-,Gujarat Sidhee Cement Limited,INE542A01039,-,
CENTURYPLY,EQ,-,1, Interim Dividend - Re 1 Per Share,18-Feb-2020,21-Feb-2020,-,-,-,Century Plyboards (India) Limited,INE348B01021,-,
KITEX,EQ,-,1, Interim Dividend - Re 1.50 Per Share,18-Feb-2020,22-Feb-2020,-,-,-,Kitex Garments Limited,INE602G01020,-,
NEULANDLAB,EQ,-,10, Interim Dividend - Rs 2 Per Share,18-Feb-2020,20-Feb-2020,-,-,-,Neuland Laboratories Limited,INE794A01010,-,
NRBBEARING,EQ,-,2, Interim Dividend - Rs 0.80 Per Share,18-Feb-2020,21-Feb-2020,-,-,-,NRB Bearing Limited,INE349A01021,-,
DWARKESH,EQ,-,1, Interim Dividend - Re 1 Per Share,18-Feb-2020,20-Feb-2020,-,-,-,Dwarikesh Sugar Industries Limited,INE366A01033,-,
EMBASSY,RR,-,300, Distribution - Rs 6.10 Per Unit,20-Feb-2020,24-Feb-2020,-,-,-,Embassy Office Parks REIT,INE041025011,-,
OIL,EQ,-,10, Interim Dividend - Rs 9 Per Share,20-Feb-2020,24-Feb-2020,-,-,-,Oil India Limited,INE274J01014,-,
MAZDA,EQ,-,2, Interim Dividend - Rs 7.5 Per Share,20-Feb-2020,24-Feb-2020,-,-,-,Mazda Limited,INE885E01034,-,
HGS,EQ,-,10, Interim Dividend - Rs 15 Per Share,20-Feb-2020,24-Feb-2020,-,-,-,Hinduja Global Solutions Limited,INE170I01016,-,
LTFOODS,EQ,-,1, Interim Dividend- Re 0.50 Per Share,20-Feb-2020,24-Feb-2020,-,-,-,LT Foods Limited,INE818H01020,-,
ANTELOPUS,EQ,-,10, Interim Dividend - Rs 5 Per Share,20-Feb-2020,24-Feb-2020,-,-,-,Antelopus Selan Energy Limited,INE818A01017,-,
IRCON,EQ,-,2, Interim Dividend - Rs 13.45 Per Share,20-Feb-2020,24-Feb-2020,-,-,-,Ircon International Limited,INE962Y01013,-,
COSMOFIRST,EQ,-,10, Interim Dividend - Rs 15 Per Share,20-Feb-2020,24-Feb-2020,-,-,-,COSMO FIRST LIMITED,INE757A01017,-,
CARERATING,EQ,-,10, Interim Dividend - Rs 6 Per Share,20-Feb-2020,24-Feb-2020,-,-,-,CARE Ratings Limited,INE752H01013,-,
VIPIND,EQ,-,2, Interim Dividend - Rs 3.2 Per Share,24-Feb-2020,25-Feb-2020,-,-,-,VIP Industries Limited,INE054A01019,-,
BDL,EQ,-,5, Interim Dividend - Rs 6.25 Per Share,24-Feb-2020,25-Feb-2020,-,-,-,Bharat Dynamics Limited,INE171Z01018,-,
VEEDOL,EQ,-,2, Interim Dividend - Rs 60 Per Share,24-Feb-2020,25-Feb-2020,-,-,-,Veedol Corporation Limited,INE484C01030,-,
APCOTEXIND,EQ,-,2, Interim Dividend - Rs 3 Per Share,24-Feb-2020,25-Feb-2020,-,-,-,Apcotex Industries Limited,INE116A01016,-,
AVTNPL,EQ,-,1, Interim Dividend - Rs 0.25 Per Share,24-Feb-2020,25-Feb-2020,-,-,-,AVT Natural Products Limited,INE488D01013,-,
AARTIIND,EQ,-,5, Interim Dividend - Rs 2.5 Per Share,24-Feb-2020,25-Feb-2020,-,-,-,Aarti Industries Limited,INE769A01020,-,
GOLDIAM,EQ,-,2, Interim Dividend - Rs 3 Per Share,24-Feb-2020,25-Feb-2020,-,-,-,Goldiam International Limited,INE025B01017,-,
MAYURUNIQ,EQ,-,5, Interim Dividend - Rs 1.50 Per Share,24-Feb-2020,25-Feb-2020,-,-,-,Mayur Uniquoters Ltd,INE040D01012,-,
INFOBEAN,EQ,-,10, Interim Dividend - Re 1 Per Share,24-Feb-2020,25-Feb-2020,-,-,-,InfoBeans Technologies Limited,INE344S01016,-,
IRCTC,EQ,-,2, Interim Dividend - Rs 10 Per Share,24-Feb-2020,25-Feb-2020,-,-,-,Indian Railway Catering And Tourism Corporation Limited,INE335Y01012,-,
NATCOPHARM,EQ,-,2, Interim Dividend - Rs 3.5 Per Share,24-Feb-2020,25-Feb-2020,-,-,-,Natco Pharma Limited,INE987B01018,-,
PIIND,EQ,-,1, Interim Dividend - Rs 3 Per Share,24-Feb-2020,25-Feb-2020,-,-,-,PI Industries Limited,INE603J01014,-,
TDPOWERSYS,EQ,-,2, Interim Dividend - Rs 1.50 Per Share,24-Feb-2020,25-Feb-2020,-,-,-,TD Power Systems Limited,INE419M01019,-,
SWSOLAR,EQ,-,1, Interim Dividend - Rs 6 Per Share,24-Feb-2020,25-Feb-2020,-,-,-,Sterling and Wilson Renewable Energy Limited,INE00M201021,-,
SHREECEM,EQ,-,10, Interim Dividend - Rs 110 Per Share,24-Feb-2020,25-Feb-2020,-,-,-,SHREE CEMENT LIMITED,INE070A01015,-,
BALKRISIND,EQ,-,2, Interim Dividend - Rs 16 Per Share,24-Feb-2020,25-Feb-2020,-,-,-,Balkrishna Industries Limited,INE787D01018,-,
BALAJITELE,EQ,-,2, Interim Dividend - Rs 0.40 Per Share,24-Feb-2020,25-Feb-2020,-,-,-,Balaji Telefilms Limited,INE794B01026,-,
SUNTV,EQ,-,5, Interim Dividend-Rs 7.5 Per Share,24-Feb-2020,25-Feb-2020,-,-,-,Sun TV Network Limited,INE424H01027,-,
APOLLOHOSP,EQ,-,5, Interim Dividend - Rs 3.25 Per Share,25-Feb-2020,26-Feb-2020,-,-,-,Apollo Hospitals Enterprise Limited,INE437A01016,-,
DHANUKA,EQ,-,2, Interim Dividend - Rs 12 Per Share,25-Feb-2020,26-Feb-2020,-,-,-,Dhanuka Agritech Limited,INE435G01025,-,
DIVISLAB,EQ,-,2, Interim Dividend - Rs 16 Per Share,25-Feb-2020,26-Feb-2020,-,-,-,Divi's Laboratories Limited,INE361B01024,-,
BIRLANU,EQ,-,10, Interim Dividend - Rs 10 Per Share,25-Feb-2020,26-Feb-2020,-,-,-,BirlaNu Limited,INE557A01011,-,
DALMIASUG,EQ,-,2, Interim Dividend - Rs 2 Per Share,25-Feb-2020,26-Feb-2020,-,-,-,Dalmia Bharat Sugar and Industries Limited,INE495A01022,-,
SJVN,EQ,-,10, Interim Dividend - Rs 1.70 Per Share,25-Feb-2020,26-Feb-2020,-,-,-,SJVN Limited,INE002L01015,-,
VARROC,EQ,-,1, Interim Dividend - Rs 3 Per Share,25-Feb-2020,26-Feb-2020,-,-,-,Varroc Engineering Limited,INE665L01035,-,
WHEELS,EQ,-,10, Interim Dividend - Rs 3 Per Share,25-Feb-2020,26-Feb-2020,-,-,-,Wheels India Limited,INE715A01015,-,
CPCAP,EQ,-,10, Interim Dividend - Re 1 Per Share,25-Feb-2020,26-Feb-2020,-,-,-,CP Capital Limited,INE521J01018,-,
PCBL,EQ,-,1, Interim Dividend - Rs 3.5 Per Share Special Dividend - Rs 3.5 Per Share,25-Feb-2020,26-Feb-2020,-,-,-,PCBL Chemical Limited,INE602A01023,-,
