date,AGRICULTURE,AMC,AUTO,AVIATION,BANKING,CAPITAL_GOODS,CEMENT,CHEMICALS,DEFENCE,DIVERSIFIED,ENERGY,FINANCIAL_SERVICES,FMCG,HEALTHCARE,HOSPITALITY,INFRASTRUCTURE,IT,LOGISTICS,MEDIA,METAL,PHARMA,POWER,REALTY,RETAIL,TELECOM,TEXTILES,MOMENTUM,SIZE,VALUE
2025-09-03,0.031246,0.033702,-0.000581,0.011272,0.008375,0.004297,0.006766,0.006258,-0.005488,0.009278,0.005973,0.009554,0.006767,0.010882,0.023657,0.007229,-0.002652,0.004217,0.00156,0.026547,0.01499,0.001081,0.006537,0.010005,0.011656,0.002421,0.00234,0.000721,-0.001459
2025-09-04,-0.018502,-0.002744,-0.01153,-0.008553,-0.011863,-0.003734,-6.1e-05,-0.007694,-0.022505,-0.008115,-0.007943,-0.007315,0.005554,0.003679,0.005562,-0.010483,-0.007848,-0.010955,-0.003462,-0.012551,-0.001404,-0.012568,-0.005207,-0.002772,-0.009768,-0.009754,-0.000447,0.000679,-0.000184
2025-09-05,0.007173,-0.01617,0.005867,-0.006069,0.004695,-0.002106,-0.006864,-0.006379,-0.002306,0.005521,-0.002086,0.00527,-0.000215,0.000477,0.003529,-0.001225,-0.01261,-0.001218,0.005108,0.009134,0.001916,0.001379,0.001954,0.019072,0.012141,0.002235,-0.000803,0.001551,-0.000655
2025-09-08,0.006163,0.006694,0.016464,0.002771,0.002791,0.002015,0.005244,0.001031,-0.000228,0.010837,0.001444,0.004087,-0.005001,-0.010653,0.00544,0.002136,-0.004144,0.01104,-0.002899,0.00848,-0.000512,0.010952,0.004055,0.005271,0.008182,0.005406,0.002678,0.000551,-0.001086
2025-09-09,-0.010645,0.005473,0.010083,-0.010075,0.000141,0.003863,-0.006449,0.001347,-0.004116,-0.006555,-0.002511,0.001172,-0.000494,-0.003391,0.004583,0.006782,0.021571,-0.001527,0.004049,0.003407,0.006123,0.002195,-0.005323,0.001847,0.005223,-0.00669,0.000205,-6.4e-05,-0.001115
2025-09-10,0.030588,0.00924,-0.002791,-0.003892,0.016053,0.012894,-0.00827,0.007785,0.028046,0.000483,0.007291,0.007473,0.009086,0.005202,0.00156,0.005975,0.023013,0.003143,-0.004834,0.003988,0.003265,0.010748,0.00697,-0.015646,0.00138,0.035109,-0.000287,0.000445,0.00041
2025-09-11,0.021978,0.001582,-0.002036,0.008262,0.002814,0.00043,-0.005006,0.00456,-0.005768,0.003702,0.009559,-0.002907,-0.001198,0.001907,-0.005137,0.00645,0.000367,0.00666,0.009096,0.001845,0.003917,0.009434,0.000412,-0.005698,0.001276,-0.006303,-0.00042,0.000374,-0.000186
2025-09-12,0.000735,0.007558,0.005851,0.008161,-0.002969,0.006885,-0.001929,-0.003565,0.048896,-0.002343,-0.003397,0.003574,-0.002795,0.0014,0.002245,0.004924,-0.001322,-0.002797,-0.007394,0.010412,0.004132,0.006058,0.010284,-0.003092,0.014073,-0.001157,-0.000187,0.00154,0.001353
2025-09-15,-0.008717,-0.000353,0.005571,0.003428,0.006481,0.007196,0.005153,0.001469,0.007826,-0.000235,0.0127,0.008024,0.004457,-0.007658,0.000328,0.01247,-0.000483,0.004618,-0.007661,0.012209,-0.004003,0.007143,0.018594,0.000459,0.023323,0.006442,0.001986,-0.00271,-0.001198
2025-09-16,-0.00193,0.001765,0.012118,-0.002364,0.002153,0.007872,0.011718,0.006426,0.001063,0.003804,0.012034,0.005402,0.003698,0.001596,-0.001013,0.007023,0.013635,0.010182,0.011856,0.001797,0.001452,0.007318,0.006288,0.003859,0.008595,0.023561,0.000987,0.001028,0.000664
2025-09-17,0.007483,0.013552,0.005819,0.003467,0.013097,0.00715,0.009592,0.009731,0.033053,0.038257,0.00161,0.001211,0.002677,0.001534,-0.001641,0.003528,0.006863,0.003443,-0.000774,-0.004527,-0.000434,-0.003393,0.001745,0.003457,-0.005884,0.010362,0.000437,-0.000466,0.001153
2025-09-18,0.006713,-0.001652,0.002275,-0.007341,0.001739,-0.003983,0.000461,-0.003695,0.00196,-0.011079,-0.006646,0.00613,0.00023,0.002945,0.000988,-0.002207,0.007262,0.006462,-0.002596,0.000555,0.005584,-0.000247,0.002333,0.001984,0.000542,-0.008762,-0.000474,0.00162,-0.000668
2025-09-19,0.021861,-0.004859,-0.001708,-0.011112,0.005261,-0.00029,0.001958,0.005159,0.000208,-0.009271,0.009245,-0.000323,8.3e-05,0.002713,-0.004968,0.003844,-0.002645,-0.007003,-0.002426,0.003929,0.001025,0.012338,0.002768,0.002854,0.007191,0.002215,0.002888,0.002011,0.0011
2025-09-22,-0.030723,0.019845,-0.003192,0.008247,-0.008595,-0.007895,-0.000282,-0.008475,-0.003473,0.017311,0.010228,-0.001662,-0.004817,-0.008678,0.001518,-0.00336,-0.026009,-0.003267,0.001563,0.002122,-0.01451,0.02269,0.001488,-0.00811,-0.009615,-0.005451,0.001343,0.002161,-0.00015
2025-09-23,-0.058324,-0.004406,0.001804,-0.002848,0.005313,-0.000897,-0.006622,-0.003805,-0.009183,-0.011741,-0.010137,-0.002763,-0.011755,-0.005299,-0.00633,-0.0049,-0.010488,-0.009426,-0.005505,0.006208,-0.003368,-0.005434,-0.002167,-0.008432,0.004546,-0.010993,-0.000943,0.000458,-0.000115
2025-09-24,0.003477,0.004604,-0.005539,-0.005408,-0.003661,-0.004044,-0.006969,0.003546,-0.010841,-0.022641,-0.015367,-0.002492,-0.004708,-0.006559,-0.005209,-0.010946,-0.012249,-0.008765,-0.010166,-0.004838,-0.004907,-0.013003,-0.013551,-0.005547,-0.009412,-0.008938,-0.000495,-0.001506,-0.000602
2025-09-25,-0.013522,-0.002721,-0.011834,-0.00293,-0.004919,-0.009865,-0.008967,-0.005245,0.001909,-0.010736,0.000676,-0.01011,-0.010075,0.001221,-0.008305,-0.011223,-0.004763,-0.004795,-0.007267,-0.000156,-0.009572,-0.005657,-0.01155,-0.01693,0.003456,-0.011669,-0.001542,0.001492,-0.001799
2025-09-26,-0.024088,-0.02098,-0.01529,-0.019111,-0.019342,-0.01977,-0.021276,-0.019657,-0.026497,-0.015534,-0.015902,-0.017048,-0.016186,-0.013677,-0.023798,-0.020783,-0.023598,-0.015833,-0.010852,-0.01934,-0.025418,-0.017994,-0.014155,-0.021129,-0.027301,-0.016252,-0.002609,0.000223,0.0005
2025-09-29,-0.021995,0.010219,-0.005067,0.01857,0.00907,-0.00244,0.002958,0.001718,-0.028251,0.002335,0.007159,0.006669,0.00088,-0.000908,-0.00089,0.003502,-0.005477,-0.008631,-0.003115,0.003848,0.004296,-0.000135,0.002019,0.004718,-0.001324,0.001316,0.002405,0.003996,0.002256
2025-09-30,0.000456,-0.004268,0.001371,-0.016815,0.015683,-0.001967,-0.000253,-0.002688,0.007306,0.001173,0.008562,0.005242,-0.003579,-0.004108,4.5e-05,0.000941,-0.000398,0.016203,-0.006706,0.004014,-8e-06,-0.00062,-0.003483,0.000686,-0.005593,0.000289,-0.000327,-0.001956,0.000496
2025-10-01,-0.009393,0.006594,0.009249,0.000924,0.004211,0.009908,0.005681,0.007445,0.027365,0.007317,0.00572,0.013737,0.011921,0.000556,0.008462,0.012015,0.005612,-0.004316,0.04945,0.009489,0.014645,0.011409,0.006064,0.012755,0.014802,0.00383,0.002373,8.4e-05,-0.000824
2025-10-03,0.006806,0.008146,0.008718,0.008565,0.009634,0.008011,0.000975,0.01096,0.022616,0.029449,0.019526,0.005855,0.011143,-0.000101,0.01387,0.00813,0.004273,0.003298,-0.005333,0.01917,0.000212,0.01296,-0.002632,0.00479,0.015735,0.006914,0.002745,-0.000537,-0.000387
2025-10-06,-0.021336,-0.005916,-6.5e-05,0.002837,0.005663,0.001039,0.001516,0.000214,-0.004035,0.007071,-0.007778,0.007739,0.00054,0.024848,-0.005569,-0.001304,0.012854,0.010425,-0.008325,-0.009789,0.003781,-0.003106,0.001171,0.015014,-0.003872,-0.007335,-0.000967,0.002652,0.001562
2025-10-07,0.008108,0.005775,0.003109,-0.006204,0.001056,0.007251,0.010021,-0.002181,-0.008857,-0.009406,0.008605,-0.000911,0.000771,-0.01113,-0.000207,0.010002,-0.000169,0.001598,0.000255,-0.005159,0.002634,-0.00257,0.005791,0.001662,0.025682,-0.004,0.000588,0.000291,0.000447
2025-10-08,-0.007374,-0.022356,-0.005614,-0.005256,-0.004302,-0.006476,-0.006729,-0.001857,-0.01584,0.008618,-0.016217,-0.006582,-0.006208,0.007467,-0.00416,-0.010311,0.005924,-0.006412,-0.019075,-0.003373,-0.007377,-0.012069,-0.0166,-0.005318,0.003555,-0.006968,-0.00035,0.000132,0.000466
2025-10-09,-0.01592,-0.003456,-0.001554,0.013484,0.002622,0.000631,0.010629,-0.001278,0.007882,0.012693,0.004036,0.005467,-0.003097,0.000465,-0.001212,0.004022,0.006503,0.001645,0.002764,0.024196,0.008923,0.008054,0.010424,0.004119,-0.006788,0.00663,-0.00181,0.002517,-0.001306
2025-10-10,0.038548,0.019375,0.001088,0.002476,0.019389,0.003561,0.003546,0.003362,-0.001294,-0.000799,0.005475,0.001139,0.005583,-0.001837,0.002551,0.00263,0.006479,0.002858,0.001371,-0.009251,0.012501,0.005059,0.012247,-0.001892,0.005906,0.007912,0.001912,-0.001131,8.8e-05
2025-10-13,-0.001188,0.031767,-0.002883,0.006044,-0.001522,-0.006766,-0.002513,0.000623,-0.020011,-0.018801,-0.002686,0.004217,-0.010526,0.005531,-0.003136,-0.010616,-0.008872,0.006316,0.007638,-0.004453,-0.005719,0.001717,-0.004232,-0.001712,-0.006318,-0.00373,-0.000852,0.002571,-0.000784
2025-10-14,0.020862,-0.002813,-0.005859,-0.006724,-0.016759,-0.00931,-0.004053,-0.008994,-0.00963,-0.003869,-0.00148,-0.001435,-0.008384,-0.005865,-0.014909,-0.01097,-0.004262,-0.009398,-0.00339,-0.010649,-0.010276,-0.007684,-0.013842,-0.012032,-0.025018,-0.001497,-0.000831,0.002102,-0.003182
2025-10-15,0.014354,0.0148,0.008626,0.015527,0.014722,0.004725,0.000698,0.006167,0.008892,0.01702,0.007725,0.012814,0.010899,0.004877,0.020711,0.006273,0.009269,0.002421,-0.003902,0.008433,0.00215,0.011843,0.021625,0.013575,0.012767,0.010434,0.001056,0.000799,0.001444
2025-10-16,0.002921,-0.005632,0.013553,0.002717,-0.000223,0.00351,0.008019,0.01146,-0.000254,0.00687,0.000503,-0.003015,0.010116,0.011601,0.012991,0.01012,0.0038,0.002945,0.000718,-0.00131,0.002281,0.001376,0.009599,0.005171,0.007529,0.010317,-0.000333,0.000663,-6.3e-05
2025-10-17,0.015141,0.02411,-0.002353,-0.006682,-0.00885,-0.004131,-0.007382,-0.005289,0.005999,0.007647,-0.007689,-0.005087,0.008427,-0.000954,0.004178,-0.011603,-0.012637,0.007363,-0.013608,-0.012075,0.002492,-0.003917,-0.006383,-0.008187,-9.3e-05,-0.011675,-0.001663,0.001626,-0.001683
2025-10-20,0.008713,-0.001135,0.01246,0.01364,0.035028,-0.000369,-0.000528,0.000141,0.001934,0.003047,0.005679,0.005138,0.002627,0.007894,-0.00453,0.004953,0.004951,0.004236,0.012104,1.6e-05,0.005337,0.002038,0.004403,-0.003285,-0.000739,0.00702,0.000687,0.000374,0.000617
2025-10-21,0.016227,0.007511,0.005141,-0.000231,0.004036,0.007174,0.004149,0.005972,0.00998,-8.8e-05,0.001001,0.005372,0.006117,0.003831,0.004996,0.003657,0.004362,0.003803,0.000707,0.010174,0.00614,0.008128,0.001265,0.007468,0.008454,0.001068,0.001808,-0.003045,0.000796
2025-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-23,-0.012797,-0.024255,-0.00437,-0.020797,0.004965,-0.002806,-0.003369,-0.007675,-0.01008,-0.009531,0.007481,0.000442,-4.9e-05,-0.011192,-0.001856,-0.002095,0.011697,-0.005166,0.001904,-0.011038,-0.004561,-0.003334,-0.002606,-0.006213,-0.003184,0.024004,-0.001553,0.000343,0.000482
2025-10-24,0.000933,0.000625,-0.009524,-0.000886,-0.009229,0.00025,-0.010519,-8.8e-05,0.006054,-0.001464,-0.001753,0.005421,-0.006218,-0.009244,-0.006353,-0.004516,0.001397,-0.007257,-0.001877,0.008219,-0.007494,-0.000751,-0.00174,-0.003106,0.006551,-0.006829,-0.000779,-8.2e-05,-0.001205
2025-10-27,-0.00462,-0.011246,0.004774,0.006075,0.014825,0.007562,0.012147,0.003241,-0.012429,0.020323,0.001429,0.003857,0.003341,0.004931,0.006174,0.004398,0.015171,0.004153,-0.003148,0.008692,-0.001712,-0.002524,0.011022,0.005872,0.014906,0.008391,0.000812,0.001957,0.001258
2025-10-28,-0.016633,-0.011099,0.001877,-0.004186,0.015121,0.002599,-0.000554,0.001865,-0.005095,-0.000795,-0.005142,0.001298,-0.000814,0.001063,-0.005684,-0.001105,-0.00331,-0.000221,0.002685,0.012255,-0.003449,-0.005838,-0.01463,0.013531,-0.005523,-0.003096,0.002465,-0.000742,-0.001735
2025-10-29,0.017042,-0.036154,0.002654,0.000139,-0.002921,0.014888,0.006512,0.009519,-0.003048,0.020047,0.00777,0.001734,0.008102,0.008556,0.005641,0.010464,0.003993,0.063721,0.022283,0.007443,0.004231,0.020425,0.013183,-0.005686,0.008834,0.013929,-0.000699,0.000588,0.000196
2025-10-30,-0.011237,-0.002686,0.001629,-0.01628,-0.009296,-0.002721,-0.000844,-0.002958,-0.006655,0.005381,-0.001416,0.000429,-0.001345,-0.005165,0.006619,0.000231,0.003076,-0.001786,-0.005911,-0.003836,-0.002002,0.001097,0.005016,-0.006145,-0.026156,-0.00338,0.001373,0.000588,-0.001619
2025-10-31,0.008029,0.001339,-0.001692,-0.016867,0.00613,-0.007786,-0.006883,-0.003313,0.006774,-0.019753,-0.001385,-0.00682,-0.00524,-0.015665,-0.0155,-0.007394,-0.002549,-0.012772,-0.015446,-0.001726,-0.006464,-0.006466,0.000896,-0.012202,-0.007788,-0.007571,0.00103,-0.00054,-0.001293
2025-11-03,-0.012613,-0.00684,0.006819,0.013072,0.010817,-0.001336,-0.008684,0.006218,0.006241,0.007616,0.007088,0.007913,-0.000699,0.003469,0.006239,0.003403,0.003741,-0.003761,0.00194,0.013987,0.016593,-0.002723,0.018225,0.002149,0.028758,0.005271,-0.000335,1.4e-05,-0.00146
2025-11-04,-0.027438,-0.003348,-0.0065,-0.009744,-0.00374,-0.000419,-0.013488,-0.00424,-0.015701,0.045993,-0.010051,-0.005423,-0.006793,-0.000478,0.002045,-0.009682,-0.007354,0.003033,-0.008251,-0.012727,-0.007024,-0.008905,-0.013986,-0.003153,0.001943,-0.013015,-0.000747,0.000167,-0.001455
2025-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-06,0.012116,-0.011444,-0.013276,0.007095,-0.012833,-0.012433,-0.016072,-0.010522,-0.021664,-0.009741,-0.015663,-0.010279,-0.00987,-0.005544,-0.020144,-0.018897,-0.003268,-0.035214,-0.028578,-0.022604,-0.010952,-0.018824,-0.012072,-0.015732,-0.018916,-0.007416,-0.001034,0.002067,0.00133
2025-11-07,-0.004247,-0.005261,0.002261,-0.024215,0.011632,-0.006543,-0.001816,-0.003493,0.00267,0.003701,-0.000327,0.007669,-0.000659,-0.00024,-0.004818,-0.001285,-0.009381,-0.008123,-0.00687,0.01693,-0.003594,-0.006815,-0.000806,-0.001209,-0.00846,0.008909,0.001176,0.002909,0.00045
2025-11-10,0.002309,0.021712,0.001654,0.000498,-0.001785,-0.001577,-0.002643,-0.001071,0.020083,0.008743,0.003406,0.003383,0.002522,-0.019977,-0.003462,-0.006298,0.007111,-0.005872,-0.001304,0.015902,0.007991,-0.004604,-0.001786,-0.006193,-0.004862,-0.001103,6.5e-05,0.000629,-0.002095
2025-11-11,0.011497,-0.020616,0.005561,0.028823,-0.007523,0.001416,0.001615,0.002058,0.017273,0.005599,0.004775,-0.00332,0.000452,0.000248,-0.005395,0.004815,0.002162,0.005207,-0.000131,0.009114,-0.009963,0.00218,0.003621,-0.002105,0.019489,0.019097,0.000513,0.003961,-0.000628
2025-11-12,0.023366,-0.000635,0.004918,0.000231,0.005819,0.012519,0.003685,0.00883,0.002751,0.003337,0.008025,0.005777,0.006515,0.001014,0.003593,0.012032,0.022624,0.01449,0.007553,-0.00828,0.008233,-0.000342,0.001317,0.011861,0.016929,0.009349,0.001722,0.00057,0.001105
2025-11-13,-0.013326,0.010717,-0.003769,0.017014,-0.005578,0.004577,-0.000299,0.000131,-0.004974,0.003762,-0.00188,-0.000893,-0.005244,-7.5e-05,-0.011282,-0.012777,-0.008503,-0.007746,-0.016374,-0.004488,-0.002425,-0.000957,-0.001275,-0.00453,-0.006328,-0.007423,0.000818,0.000781,0.001512
2025-11-14,0.008171,-0.016925,-0.00552,-0.000519,0.006315,0.000406,-0.003865,-0.003963,0.027846,-0.005771,0.000253,0.003454,0.002261,-0.005468,0.004482,0.007366,-0.00893,-0.001256,0.001378,-0.002597,0.003779,-0.000627,-0.002649,-0.005144,0.003926,0.000533,-0.00075,0.001261,-0.001619
2025-11-17,-0.001424,0.001002,0.004409,-0.005009,0.012998,0.006608,0.006368,0.01125,0.000487,-0.007013,7.3e-05,0.005803,0.003454,0.014305,0.006209,0.008362,0.001946,0.002886,0.005674,0.001276,0.004174,0.006474,0.006208,0.014093,0.003419,0.008638,-0.000336,-0.00055,-7.9e-05
2025-11-18,-0.010989,0.003289,-0.008184,-0.02312,-0.000975,-0.010106,-0.008734,-0.007672,-0.009077,-0.009731,-0.007155,-0.008423,-0.009221,-0.010077,0.003162,-0.008265,-0.011607,-0.004903,-0.004646,-0.010468,-0.009799,-0.00803,-0.013529,-0.011266,-0.00865,0.005349,-9.4e-05,0.000367,-0.000371
2025-11-19,0.018648,0.001992,0.00636,0.000875,0.004941,-0.003779,0.007168,-0.002622,-0.008679,-0.003632,-0.003856,-0.003527,0.003283,0.005797,-0.000334,-0.006379,0.020057,-0.005934,-0.005628,-0.003133,-0.004278,0.001735,-0.0021,-0.000511,-0.005511,-0.003065,0.001715,0.001137,-0.000431
2025-11-20,-0.012387,0.003555,-0.001539,0.001484,-0.011745,0.002061,-0.001727,0.003427,0.012455,-0.001627,-0.001913,0.00024,0.00022,0.003818,0.008085,0.000974,-0.003304,-0.006948,-0.013874,-0.00536,0.000702,0.000993,-0.002688,-0.002823,-0.01007,0.003009,-0.001094,0.002589,-6e-05
2025-11-21,0.003453,-0.002459,-0.010935,0.010331,-0.011735,-0.017439,-0.002569,-0.006314,-0.025826,0.016232,-0.007182,-0.009938,-0.010549,-0.001812,-0.004416,-0.012444,-0.01164,-0.013046,-0.009688,-0.023471,-0.007193,-0.016484,-0.019023,-0.018369,-0.018979,-0.01254,-0.001688,0.00055,-0.000896
2025-11-24,-0.021589,-0.006348,-0.003212,-0.00226,-0.000252,-0.004377,-0.006711,-0.013329,-0.0251,-0.035468,-0.005489,-0.005014,-0.003522,0.004735,-0.015512,-0.000342,0.004947,-0.008398,-0.004298,-0.010626,-0.003719,-0.01369,-0.019455,-0.000635,0.004726,-0.014309,-0.001653,-0.002184,-0.000736
2025-11-25,0.007841,-0.011798,-0.00019,-0.005543,0.010466,-0.000554,-0.001119,-0.000468,4.1e-05,-0.003056,-0.002291,0.003167,-0.000376,-0.00506,0.006368,-0.003804,-0.005636,0.000319,-0.008755,0.006353,0.003396,9.4e-05,0.012468,-0.00152,-0.002297,-0.009856,0.000386,0.000412,-0.001932
2025-11-26,0.002975,0.008574,0.01039,0.020526,0.010366,0.015928,0.014103,0.006377,0.009467,0.031205,0.011205,0.012545,0.008674,0.006836,0.005146,0.010203,0.010724,0.014048,0.020195,0.014371,0.010703,0.012047,0.021156,0.010915,0.002121,0.018652,-0.000519,0.002235,0.001394
2025-11-27,0.000615,0.00495,-0.000171,-0.001049,-0.003867,-0.003451,0.000338,-0.002146,0.001333,-0.012378,-0.007088,-0.003377,-0.00375,0.002027,0.00191,0.001057,-0.002544,0.002398,0.017882,-0.000498,-0.001984,-0.004367,-0.005264,-0.00723,0.00484,-0.004676,-1.1e-05,0.000994,0.002322
2025-11-28,0.00958,-0.00085,-0.000407,-0.00429,-0.002565,-0.004983,-0.005027,-0.003678,0.001,-0.005652,-0.005604,-0.000549,-0.000263,-0.003236,-0.002219,-0.003284,0.000365,-0.000843,0.002737,-0.002476,0.003171,-0.002225,-0.002062,-0.000973,-0.012153,0.018471,0.000428,0.000824,-0.000352
2025-12-01,0.017328,-0.005412,0.00668,-0.018889,0.000998,-0.005488,-0.003761,-0.00348,-0.003096,-0.006494,0.003031,0.004282,-0.008381,-0.006143,0.008294,-0.002555,0.004485,-0.008614,0.001316,0.007931,0.002898,-0.001601,-0.005748,0.001791,0.002102,-0.017358,-0.000588,0.00054,0.000708
2025-12-02,0.00014,-0.012349,-0.001032,-0.016978,-0.004869,0.00088,0.000969,-0.003986,-0.012666,0.001408,-0.00419,-0.008904,-0.004665,0.001571,-0.007041,-0.006712,0.000504,-0.007625,-0.007394,-0.004521,0.00172,-0.00424,-0.006177,0.001538,0.002801,-0.011214,-0.001178,0.000408,0.001268
2025-12-03,-0.034363,-0.019088,-0.004906,-0.015062,-0.014288,-0.008686,-0.011736,-0.003832,-0.013734,-0.008157,-0.012795,-0.010091,-0.005153,-0.006048,-0.000746,-0.010268,0.008351,-0.007635,-0.003011,-0.002193,-0.001866,-0.00619,-0.013646,-0.001934,-0.000352,-0.003156,-0.000813,-0.00157,-0.000468
2025-12-04,0.016327,0.01377,-0.00122,-0.028388,-0.001323,-0.008628,0.007857,-0.000144,0.00833,-0.002278,0.001838,-0.000753,-0.000519,0.005868,-0.000415,-0.003543,0.010733,0.002445,-0.01252,0.002093,-0.000981,-0.003942,-0.001065,-0.004781,0.002195,-0.004697,-0.00024,8.2e-05,-9.2e-05
2025-12-05,-0.026159,-0.019576,-0.004697,-0.01629,0.001705,-0.013154,-0.001415,0.002288,-0.014995,-0.009501,-0.008366,0.005225,-0.002182,-0.009116,-0.005502,-0.002921,-0.007882,0.000487,-0.00133,-0.000118,0.000352,-0.001455,0.000381,-0.006339,0.000344,0.001074,-0.001576,0.003368,0.000148
2025-12-08,-0.008338,-0.007176,-0.017038,-0.081005,-0.023383,-0.021139,-0.01059,-0.021082,-0.043133,-0.011813,-0.020128,-0.015945,-0.018087,-0.015201,-0.016577,-0.029597,-0.014059,-0.019598,-0.025777,-0.016262,-0.017239,-0.020027,-0.02286,-0.022356,-0.027203,-0.015484,-0.002978,-0.000188,-0.00156
