date,symbol,company,client_name,participant,record_type,leg1_dir,leg1_qty,leg1_price,leg1_seq,leg2_dir,leg2_qty,leg2_price,leg2_seq,pnl_pct,net_value_cr,gross_value_cr,qty_match_pct
2026-01-12,MANGALAM,Mangalam Drug & Chem Ltd.,ASHUTOSH TAPARIA,RETAIL,SELL_ONLY,SELL,200000.0,40.61,699,,,,,,-0.8122,0.8122,
2026-01-12,MANGALAM,Mangalam Drug & Chem Ltd.,SHIVKUMAR  DAMANI,RETAIL,SELL_ONLY,SELL,81999.0,40.61,700,,,,,,-0.333,0.333,
2026-01-12,MCL,Madhav Copper Limited,NEO APEX VENTURE LLP,RETAIL,SELL_ONLY,SELL,291731.0,70.87,701,,,,,,-2.0675,2.0675,
2026-01-12,MIRCELECTR,Mirc Electronics Ltd.,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,RETAIL,BUY_ONLY,BUY,379209.0,30.9,702,,,,,,1.1718,1.1718,
2026-01-12,MIRCELECTR,Mirc Electronics Ltd.,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,RETAIL,SELL_ONLY,SELL,1808266.0,30.81,703,,,,,,-5.5713,5.5713,
2026-01-12,MIRCELECTR,Mirc Electronics Ltd.,SAHASTRAA ADVISORS PRIVATE LIMITED,RETAIL,BUY_ONLY,BUY,1877470.0,30.8,704,,,,,,5.7826,5.7826,
2026-01-12,ORIENTTECH,Orient Technologies Ltd,HRTI PRIVATE LIMITED,RETAIL,BUY_ONLY,BUY,691314.0,363.36,705,,,,,,25.1196,25.1196,
2026-01-12,ORIENTTECH,Orient Technologies Ltd,HRTI PRIVATE LIMITED,RETAIL,SELL_ONLY,SELL,700121.0,366.6,706,,,,,,-25.6664,25.6664,
2026-01-12,ORIENTTECH,Orient Technologies Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,SHORT_BUILD_COVER,SELL,572587.0,365.89,707,BUY,573198.0,365.69,708.0,0.05,-0.0109,41.9117,99.89
2026-01-12,SHREEJISPG,Shreeji Shipping Global L,MOHAMED IRFAN MOHAMED LATIF SHAIKH,RETAIL,BUY_ONLY,BUY,121303.0,369.37,709,,,,,,4.4806,4.4806,
2026-01-12,SHREEJISPG,Shreeji Shipping Global L,MOHAMED IRFAN MOHAMED LATIF SHAIKH,RETAIL,SELL_ONLY,SELL,945877.0,367.33,710,,,,,,-34.7449,34.7449,
2026-01-12,SINDHUTRAD,Sindhu Trade Links Ltd,MEGHDOOT VANIJYA PRIVATE LIMITED,RETAIL,SELL_ONLY,SELL,10000000.0,19.0,711,,,,,,-19.0,19.0,
2026-01-12,SPRL,SP Refractories Limited,MANGLA SHANTILAL GADA,RETAIL,SELL_ONLY,SELL,19200.0,143.7,712,,,,,,-0.2759,0.2759,
2026-01-12,SPRL,SP Refractories Limited,NIRAV SHANTILAL GADA,RETAIL,BUY_ONLY,BUY,19200.0,143.7,713,,,,,,0.2759,0.2759,
2026-01-12,TEJASNET,Tejas Networks Limited,GRAVITON RESEARCH CAPITAL LLP,RETAIL,SHORT_BUILD_COVER,SELL,907240.0,383.6,714,BUY,907269.0,383.45,715.0,0.04,0.0125,69.591,100.0
2026-01-13,ASHWINI,Ashwini Container Mover L,VARADA TRADING PRIVATE LIMITED,RETAIL,BUY_ONLY,BUY,100000.0,156.74,716,,,,,,1.5674,1.5674,
2026-01-13,BALAMINES,Balaji Amines Limited,ALPHAGREP SECURITIES PRIVATE LIMITED,RETAIL,SHORT_BUILD_COVER,SELL,191416.0,1217.66,717,BUY,191416.0,1216.87,718.0,0.06,0.0151,46.6008,100.0
2026-01-13,BALAMINES,Balaji Amines Limited,HRTI PRIVATE LIMITED,RETAIL,SHORT_BUILD_COVER,SELL,329546.0,1214.79,719,BUY,332803.0,1212.0,720.0,0.23,-0.3028,80.3686,99.02
2026-01-13,BALAMINES,Balaji Amines Limited,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,LONG_BUILD_SQUAREOFF,BUY,275134.0,1212.88,721,SELL,275279.0,1213.64,722.0,0.06,0.0385,66.7794,99.95
2026-01-13,BALAMINES,Balaji Amines Limited,QE SECURITIES LLP,RETAIL,BUY_ONLY,BUY,206054.0,1215.53,723,,,,,,25.0465,25.0465,
2026-01-13,BALAMINES,Balaji Amines Limited,QE SECURITIES LLP,RETAIL,SELL_ONLY,SELL,210510.0,1215.65,724,,,,,,-25.5906,25.5906,
2026-01-13,BALUFORGE,Balu Forge Industries Ltd,GRAVITON RESEARCH CAPITAL LLP,RETAIL,SHORT_BUILD_COVER,SELL,598882.0,482.28,725,BUY,600926.0,481.9,726.0,0.08,-0.0757,57.8415,99.66
2026-01-13,BALUFORGE,Balu Forge Industries Ltd,HRTI PRIVATE LIMITED,RETAIL,BUY_ONLY,BUY,622673.0,479.33,728,,,,,,29.8466,29.8466,
2026-01-13,BALUFORGE,Balu Forge Industries Ltd,HRTI PRIVATE LIMITED,RETAIL,SELL_ONLY,SELL,616296.0,480.9,727,,,,,,-29.6377,29.6377,
2026-01-13,DAVANGERE,Davangere Sugar Company L,ARIHANT CAPITAL MARKETS LIMITED,RETAIL,BUY_ONLY,BUY,26087033.0,4.8,730,,,,,,12.5218,12.5218,
2026-01-13,DAVANGERE,Davangere Sugar Company L,ARIHANT CAPITAL MARKETS LIMITED,RETAIL,SELL_ONLY,SELL,11176614.0,4.73,729,,,,,,-5.2865,5.2865,
2026-01-13,DREDGECORP,Dredging Corporation of I,HRTI PRIVATE LIMITED,RETAIL,BUY_ONLY,BUY,141287.0,1077.46,731,,,,,,15.2231,15.2231,
2026-01-13,DREDGECORP,Dredging Corporation of I,HRTI PRIVATE LIMITED,RETAIL,SELL_ONLY,SELL,149447.0,1073.24,732,,,,,,-16.0392,16.0392,
2026-01-13,EEPL,Eppeltone Engineers Ltd,SRISHTI  SOMANI,RETAIL,SELL_ONLY,SELL,65000.0,169.37,733,,,,,,-1.1009,1.1009,
2026-01-13,GARUDA,Garuda Construct N Eng L,ALPHAGREP SECURITIES PRIVATE LIMITED,RETAIL,LONG_BUILD_SQUAREOFF,BUY,833399.0,184.77,734,SELL,833399.0,184.83,735.0,0.03,0.005,30.8024,100.0
2026-01-13,GARUDA,Garuda Construct N Eng L,IRAGE BROKING SERVICES LLP,RETAIL,BUY_ONLY,BUY,660650.0,191.08,737,,,,,,12.6237,12.6237,
2026-01-13,GARUDA,Garuda Construct N Eng L,IRAGE BROKING SERVICES LLP,RETAIL,SELL_ONLY,SELL,501659.0,188.06,736,,,,,,-9.4342,9.4342,
2026-01-13,GARUDA,Garuda Construct N Eng L,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,RETAIL,LONG_BUILD_SQUAREOFF,BUY,938527.0,187.93,738,SELL,938527.0,188.12,739.0,0.1,0.0178,35.2933,100.0
2026-01-13,GARUDA,Garuda Construct N Eng L,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,SHORT_BUILD_COVER,SELL,1014340.0,187.47,740,BUY,1015252.0,187.37,741.0,0.05,-0.0069,38.0386,99.91
2026-01-13,GARUDA,Garuda Construct N Eng L,MICROCURVES TRADING PRIVATE LIMITED,RETAIL,LONG_BUILD_SQUAREOFF,BUY,816841.0,190.2,742,SELL,816841.0,190.25,743.0,0.03,0.0041,31.0767,100.0
2026-01-13,GARUDA,Garuda Construct N Eng L,MUSIGMA SECURITIES,RETAIL,SHORT_BUILD_COVER,SELL,563945.0,189.44,744,BUY,563945.0,189.21,745.0,0.12,0.013,21.3538,100.0
2026-01-13,GARUDA,Garuda Construct N Eng L,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,SHORT_BUILD_COVER,SELL,1111913.0,187.56,746,BUY,1111913.0,187.49,747.0,0.04,0.0078,41.7023,100.0
2026-01-13,GARUDA,Garuda Construct N Eng L,PUMA SECURITIES,RETAIL,LONG_BUILD_SQUAREOFF,BUY,586000.0,188.7,748,SELL,586000.0,188.9,749.0,0.11,0.0117,22.1274,100.0
2026-01-13,GARUDA,Garuda Construct N Eng L,QE SECURITIES LLP,RETAIL,BUY_ONLY,BUY,761527.0,186.4,750,,,,,,14.1949,14.1949,
2026-01-13,GARUDA,Garuda Construct N Eng L,QE SECURITIES LLP,RETAIL,SELL_ONLY,SELL,786837.0,185.3,751,,,,,,-14.5801,14.5801,
2026-01-13,GARUDA,Garuda Construct N Eng L,QICAP MARKETS LLP,RETAIL,SHORT_BUILD_COVER,SELL,471878.0,190.52,752,BUY,471878.0,190.45,753.0,0.04,0.0033,17.9771,100.0
2026-01-13,JALAN,Jalan Transolu. India Ltd,DHARMISHTHA ABHAYBHAI SHAH,RETAIL,BUY_ONLY,BUY,180000.0,3.88,754,,,,,,0.0698,0.0698,
2026-01-13,JALAN,Jalan Transolu. India Ltd,MANISH JALAN,RETAIL,SELL_ONLY,SELL,105000.0,3.9,755,,,,,,-0.041,0.041,
2026-01-13,JTLIND,JTL INDUSTRIES LIMITED,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,LONG_BUILD_SQUAREOFF,BUY,2599945.0,64.07,756,SELL,2604541.0,64.1,757.0,0.05,0.0373,33.353,99.82
2026-01-13,KHANDSE,Khandwala Sec. Ltd,ORION STOCKS LTD,RETAIL,BUY_ONLY,BUY,19198.0,19.95,758,,,,,,0.0383,0.0383,
2026-01-13,KHANDSE,Khandwala Sec. Ltd,ORION STOCKS LTD,RETAIL,SELL_ONLY,SELL,108632.0,20.1,759,,,,,,-0.2184,0.2184,
2026-01-13,KIRIINDUS,Kiri Industries Limited,ALPHAGREP SECURITIES PRIVATE LIMITED,RETAIL,LONG_BUILD_SQUAREOFF,BUY,581314.0,532.42,760,SELL,581314.0,532.61,761.0,0.04,0.011,61.9117,100.0
2026-01-13,KIRIINDUS,Kiri Industries Limited,HRTI PRIVATE LIMITED,RETAIL,BUY_ONLY,BUY,644996.0,530.28,762,,,,,,34.2028,34.2028,
2026-01-13,KIRIINDUS,Kiri Industries Limited,HRTI PRIVATE LIMITED,RETAIL,SELL_ONLY,SELL,683364.0,529.83,763,,,,,,-36.2067,36.2067,
2026-01-13,KIRIINDUS,Kiri Industries Limited,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,RETAIL,SHORT_BUILD_COVER,SELL,436031.0,533.25,764,BUY,436031.0,533.34,765.0,-0.02,-0.0039,46.5066,100.0
2026-01-13,KIRIINDUS,Kiri Industries Limited,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,SHORT_BUILD_COVER,SELL,485927.0,530.44,766,BUY,487647.0,530.49,767.0,-0.01,-0.0937,51.6447,99.65
2026-01-13,KIRIINDUS,Kiri Industries Limited,MATHISYS ADVISORS LLP,RETAIL,SHORT_BUILD_COVER,SELL,536715.0,529.3,768,BUY,537062.0,530.44,769.0,-0.22,-0.0796,56.8962,99.94
2026-01-13,KIRIINDUS,Kiri Industries Limited,MICROCURVES TRADING PRIVATE LIMITED,RETAIL,SHORT_BUILD_COVER,SELL,475886.0,534.64,770,BUY,475886.0,534.42,771.0,0.04,0.0105,50.8751,100.0
2026-01-13,KIRIINDUS,Kiri Industries Limited,QE SECURITIES LLP,RETAIL,BUY_ONLY,BUY,402912.0,530.08,772,,,,,,21.3576,21.3576,
2026-01-13,KIRIINDUS,Kiri Industries Limited,QE SECURITIES LLP,RETAIL,SELL_ONLY,SELL,424203.0,528.05,773,,,,,,-22.4,22.4,
2026-01-13,KRYSTAL,Krystal Integrated Ser L,ANSHU SHRIVASTAVA,RETAIL,BUY_ONLY,BUY,161000.0,620.0,774,,,,,,9.982,9.982,
2026-01-13,KRYSTAL,Krystal Integrated Ser L,L7 HITECH PRIVATE LIMITED,RETAIL,SELL_ONLY,SELL,83009.0,617.77,775,,,,,,-5.128,5.128,
2026-01-13,KRYSTAL,Krystal Integrated Ser L,MANDAKINIBEN PRADYUMANBHAI PATEL,RETAIL,BUY_ONLY,BUY,56735.0,614.33,776,,,,,,3.4854,3.4854,
2026-01-13,KRYSTAL,Krystal Integrated Ser L,MANDAKINIBEN PRADYUMANBHAI PATEL,RETAIL,SELL_ONLY,SELL,151973.0,620.05,777,,,,,,-9.4231,9.4231,
2026-01-13,MANAKALUCO,Manak Aluminium Co. Ltd.,ANKITA VISHAL SHAH,RETAIL,BUY_ONLY,BUY,616366.0,47.59,779,,,,,,2.9333,2.9333,
2026-01-13,MANAKALUCO,Manak Aluminium Co. Ltd.,ANKITA VISHAL SHAH,RETAIL,SELL_ONLY,SELL,396366.0,47.68,778,,,,,,-1.8899,1.8899,
2026-01-13,MANGALAM,Mangalam Drug & Chem Ltd.,JYOTIPRASAD TAPARIA,RETAIL,SELL_ONLY,SELL,150000.0,42.64,780,,,,,,-0.6396,0.6396,
2026-01-13,MANGALAM,Mangalam Drug & Chem Ltd.,SANJAY KUMAR SAINI,RETAIL,SELL_ONLY,SELL,95000.0,40.65,781,,,,,,-0.3862,0.3862,
2026-01-13,MCL,Madhav Copper Limited,NEO APEX VENTURE LLP,RETAIL,BUY_ONLY,BUY,1.0,74.0,782,,,,,,0.0,0.0,
2026-01-13,MCL,Madhav Copper Limited,NEO APEX VENTURE LLP,RETAIL,SELL_ONLY,SELL,158251.0,73.65,783,,,,,,-1.1655,1.1655,
2026-01-13,OMAXE,Omaxe Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,SHORT_BUILD_COVER,SELL,1085550.0,83.97,784,BUY,1085550.0,83.87,785.0,0.12,0.0109,18.2199,100.0
2026-01-13,ORIENTTECH,Orient Technologies Ltd,HRTI PRIVATE LIMITED,RETAIL,BUY_ONLY,BUY,430672.0,376.97,787,,,,,,16.235,16.235,
2026-01-13,ORIENTTECH,Orient Technologies Ltd,HRTI PRIVATE LIMITED,RETAIL,SELL_ONLY,SELL,402981.0,381.13,786,,,,,,-15.3588,15.3588,
2026-01-13,ORIENTTECH,Orient Technologies Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,LONG_BUILD_SQUAREOFF,BUY,296710.0,381.43,788,SELL,297100.0,381.37,789.0,-0.02,0.0131,22.6479,99.87
2026-01-13,RATNAVEER,Ratnaveer Precision Eng L,ARIHANT CAPITAL MARKETS LIMITED,RETAIL,SHORT_BUILD_COVER,SELL,2202870.0,155.18,790,BUY,2207011.0,154.71,791.0,0.3,0.0395,68.3288,99.81
2026-01-13,RATNAVEER,Ratnaveer Precision Eng L,HRTI PRIVATE LIMITED,RETAIL,BUY_ONLY,BUY,452517.0,154.76,793,,,,,,7.0032,7.0032,
2026-01-13,RATNAVEER,Ratnaveer Precision Eng L,HRTI PRIVATE LIMITED,RETAIL,SELL_ONLY,SELL,328795.0,154.52,792,,,,,,-5.0805,5.0805,
2026-01-13,RATNAVEER,Ratnaveer Precision Eng L,MATHISYS ADVISORS LLP,RETAIL,LONG_BUILD_SQUAREOFF,BUY,342417.0,155.4,794,SELL,342956.0,154.84,795.0,-0.36,-0.0108,10.6315,99.84
2026-01-13,RATNAVEER,Ratnaveer Precision Eng L,SW CAPITAL PRIVATE LIMITED,RETAIL,SHORT_BUILD_COVER,SELL,881347.0,154.54,796,BUY,881347.0,154.95,797.0,-0.27,-0.0361,27.2768,100.0
2026-01-13,TARMAT,Tarmat Limited,ARTON GLOBAL,RETAIL,BUY_ONLY,BUY,246000.0,52.25,798,,,,,,1.2853,1.2853,
2026-01-14,AAATECH,AAA Technologies Limited,AMAY VATSALYA,RETAIL,BUY_ONLY,BUY,75514.0,116.03,799,,,,,,0.8762,0.8762,
2026-01-14,AAVAS,Aavas Financiers Limited,HDFC MUTUAL FUND,MF,BUY_ONLY,BUY,1950531.0,1440.0,800,,,,,,280.8765,280.8765,
2026-01-14,AAVAS,Aavas Financiers Limited,SMALL CAP WORLD FUND INC,RETAIL,SELL_ONLY,SELL,1964024.0,1440.0,801,,,,,,-282.8195,282.8195,
2026-01-14,ANTELOPUS,Antelopus Selan Enrgy Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,LONG_BUILD_SQUAREOFF,BUY,204615.0,424.46,802,SELL,204919.0,424.87,803.0,0.1,0.0213,17.3915,99.85
2026-01-14,ARISINFRA,Arisinfra Solutions Ltd,JALIYAN COMMODITY,RETAIL,BUY_ONLY,BUY,1308439.0,132.56,805,,,,,,17.3447,17.3447,
2026-01-14,ARISINFRA,Arisinfra Solutions Ltd,JALIYAN COMMODITY,RETAIL,SELL_ONLY,SELL,963626.0,132.94,804,,,,,,-12.8104,12.8104,
2026-01-14,ARISINFRA,Arisinfra Solutions Ltd,NEO APEX VENTURE LLP,RETAIL,LONG_BUILD_SQUAREOFF,BUY,475017.0,134.65,806,SELL,475017.0,135.31,807.0,0.49,0.0314,12.8236,100.0
2026-01-14,ATALREAL,Atal Realtech Limited,ALTIZEN VENTURES LLP,RETAIL,BUY_ONLY,BUY,251849.0,26.78,808,,,,,,0.6745,0.6745,
2026-01-14,ATALREAL,Atal Realtech Limited,ALTIZEN VENTURES LLP,RETAIL,SELL_ONLY,SELL,608000.0,26.25,809,,,,,,-1.596,1.596,
2026-01-14,AVROIND,AVRO INDIA LIMITED,NAUTILUS PRIVATE CAPITAL LTD,RETAIL,BUY_ONLY,BUY,70000.0,145.13,810,,,,,,1.0159,1.0159,
2026-01-14,BAGDIGITAL,B.A.G.Convergence Limited,ABUNDANTIA CAPITAL VCC - ABUNDANTIA CAPITAL III,RETAIL,SELL_ONLY,SELL,400000.0,109.07,811,,,,,,-4.3628,4.3628,
2026-01-14,BAGDIGITAL,B.A.G.Convergence Limited,NIKUNJ SHAH,RETAIL,SHORT_BUILD_COVER,SELL,142400.0,109.6,812,BUY,142400.0,110.21,813.0,-0.56,-0.0087,3.1301,100.0
2026-01-14,BAGDIGITAL,B.A.G.Convergence Limited,RAMAN  TALWAR,RETAIL,BUY_ONLY,BUY,851200.0,109.71,815,,,,,,9.3385,9.3385,
2026-01-14,BAGDIGITAL,B.A.G.Convergence Limited,RAMAN  TALWAR,RETAIL,SELL_ONLY,SELL,446400.0,110.9,814,,,,,,-4.9506,4.9506,
2026-01-14,BALAMINES,Balaji Amines Limited,HRTI PRIVATE LIMITED,RETAIL,BUY_ONLY,BUY,262509.0,1270.92,816,,,,,,33.3628,33.3628,
2026-01-14,BALAMINES,Balaji Amines Limited,HRTI PRIVATE LIMITED,RETAIL,SELL_ONLY,SELL,265315.0,1276.09,817,,,,,,-33.8566,33.8566,
2026-01-14,BALAMINES,Balaji Amines Limited,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,LONG_BUILD_SQUAREOFF,BUY,214983.0,1267.79,818,SELL,215674.0,1268.18,819.0,0.03,0.096,54.6067,99.68
2026-01-14,DAVANGERE,Davangere Sugar Company L,ARIHANT CAPITAL MARKETS LIMITED,RETAIL,BUY_ONLY,BUY,15420562.0,5.02,820,,,,,,7.7411,7.7411,
2026-01-14,DAVANGERE,Davangere Sugar Company L,ARIHANT CAPITAL MARKETS LIMITED,RETAIL,SELL_ONLY,SELL,32110429.0,4.94,821,,,,,,-15.8626,15.8626,
2026-01-14,DAVANGERE,Davangere Sugar Company L,SW CAPITAL PRIVATE LIMITED,RETAIL,BUY_ONLY,BUY,21342835.0,4.97,823,,,,,,10.6074,10.6074,
2026-01-14,DAVANGERE,Davangere Sugar Company L,SW CAPITAL PRIVATE LIMITED,RETAIL,SELL_ONLY,SELL,14000000.0,5.0,822,,,,,,-7.0,7.0,
2026-01-14,DCMFINSERV,DCM Financial Ser Ltd,YOGANANDA  G,RETAIL,LONG_BUILD_SQUAREOFF,BUY,121947.0,5.71,824,SELL,121947.0,4.95,825.0,-13.31,-0.0093,0.13,100.0
2026-01-14,INDOWIND,Indowind Energy Limited,SKA ASSET SOLUTIONS LLP,RETAIL,BUY_ONLY,BUY,871768.0,16.38,827,,,,,,1.428,1.428,
2026-01-14,INDOWIND,Indowind Energy Limited,SKA ASSET SOLUTIONS LLP,RETAIL,SELL_ONLY,SELL,710630.0,16.83,826,,,,,,-1.196,1.196,
2026-01-14,JARO,Jaro Ins of Tec Mg N Re L,ALPHAGREP SECURITIES PRIVATE LIMITED,RETAIL,LONG_BUILD_SQUAREOFF,BUY,140373.0,461.14,828,SELL,140373.0,461.46,829.0,0.07,0.0045,12.9508,100.0
2026-01-14,JARO,Jaro Ins of Tec Mg N Re L,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,LONG_BUILD_SQUAREOFF,BUY,115769.0,459.49,830,SELL,115769.0,459.67,831.0,0.04,0.0021,10.641,100.0
2026-01-14,JARO,Jaro Ins of Tec Mg N Re L,QE SECURITIES LLP,RETAIL,SHORT_BUILD_COVER,SELL,139588.0,458.11,832,BUY,139996.0,460.29,833.0,-0.48,-0.0492,12.8385,99.71
2026-01-14,JTLIND,JTL INDUSTRIES LIMITED,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,SHORT_BUILD_COVER,SELL,2009052.0,67.7,834,BUY,2012570.0,67.66,835.0,0.06,-0.0158,27.2183,99.83
2026-01-14,JWL,Jupiter Wagons Limited,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,RETAIL,LONG_BUILD_SQUAREOFF,BUY,2227815.0,326.51,836,SELL,2227815.0,326.59,837.0,0.02,0.0178,145.4986,100.0
2026-01-14,KIRIINDUS,Kiri Industries Limited,MATHISYS ADVISORS LLP,RETAIL,LONG_BUILD_SQUAREOFF,BUY,326612.0,535.34,838,SELL,329192.0,535.78,839.0,0.08,0.1526,35.1223,99.22
2026-01-14,KRISHPP,KRISHIVAL Re.3.50 ppd up,TALISMAN SECURITIES PRIVATE LIMITED,RETAIL,BUY_ONLY,BUY,35000.0,135.2,840,,,,,,0.4732,0.4732,
2026-01-14,MANAKALUCO,Manak Aluminium Co. Ltd.,ANKITA VISHAL SHAH,RETAIL,BUY_ONLY,BUY,341383.0,53.83,842,,,,,,1.8377,1.8377,
2026-01-14,MANAKALUCO,Manak Aluminium Co. Ltd.,ANKITA VISHAL SHAH,RETAIL,SELL_ONLY,SELL,159383.0,50.32,841,,,,,,-0.802,0.802,
2026-01-14,POLYCAB,Polycab India Limited,MOTILAL OSWAL MUTUAL FUND,MF,SELL_ONLY,SELL,761086.0,7350.02,843,,,,,,-559.3997,559.3997,
2026-01-14,PURVA,Puravankara Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,SHORT_BUILD_COVER,SELL,1188158.0,255.11,844,BUY,1188158.0,254.98,845.0,0.05,0.0154,60.6068,100.0
2026-01-14,QUADFUTURE,Quadrant Future Tek Ltd,HRTI PRIVATE LIMITED,RETAIL,BUY_ONLY,BUY,267933.0,330.59,847,,,,,,8.8576,8.8576,
2026-01-14,QUADFUTURE,Quadrant Future Tek Ltd,HRTI PRIVATE LIMITED,RETAIL,SELL_ONLY,SELL,229764.0,327.6,846,,,,,,-7.5271,7.5271,
2026-01-14,QUADFUTURE,Quadrant Future Tek Ltd,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,RETAIL,LONG_BUILD_SQUAREOFF,BUY,224451.0,333.15,848,SELL,224451.0,333.46,849.0,0.09,0.007,14.9621,100.0
2026-01-14,QUADFUTURE,Quadrant Future Tek Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,SHORT_BUILD_COVER,SELL,371906.0,331.39,850,BUY,372983.0,331.23,851.0,0.05,-0.0297,24.6789,99.71
2026-01-14,QUADFUTURE,Quadrant Future Tek Ltd,MATHISYS ADVISORS LLP,RETAIL,SHORT_BUILD_COVER,SELL,203536.0,326.24,852,BUY,203728.0,328.52,853.0,-0.7,-0.0527,13.333,99.91
2026-01-14,RATNAVEER,Ratnaveer Precision Eng L,ARIHANT CAPITAL MARKETS LIMITED,RETAIL,BUY_ONLY,BUY,395739.0,154.67,855,,,,,,6.1209,6.1209,
2026-01-14,RATNAVEER,Ratnaveer Precision Eng L,ARIHANT CAPITAL MARKETS LIMITED,RETAIL,SELL_ONLY,SELL,325809.0,151.16,854,,,,,,-4.9249,4.9249,
2026-01-14,SOCL,Sundrex Oil Company Ltd,NEO APEX VENTURE LLP,RETAIL,BUY_ONLY,BUY,73600.0,33.55,857,,,,,,0.2469,0.2469,
2026-01-14,SOCL,Sundrex Oil Company Ltd,NEO APEX VENTURE LLP,RETAIL,SELL_ONLY,SELL,1600.0,33.55,856,,,,,,-0.0054,0.0054,
2026-01-14,SOCL,Sundrex Oil Company Ltd,RAJASTHAN GLOBAL SECURITIES PVT LTD,RETAIL,SELL_ONLY,SELL,75200.0,34.07,858,,,,,,-0.2562,0.2562,
