Date,Theme,Open,High,Low,Close,Volume,Daily_Change
2016-12-21,NIFTY INFRA,2716.0,2719.449951171875,2700.75,2704.75,1065800,-0.41
2016-12-22,NIFTY INFRA,2697.25,2703.10009765625,2649.25,2654.0,870900,-1.6
2016-12-23,NIFTY INFRA,2657.14990234375,2679.300048828125,2628.10009765625,2669.5,807100,0.46
2016-12-26,NIFTY INFRA,2665.050048828125,2666.60009765625,2629.5,2637.550048828125,733300,-1.03
2016-12-27,NIFTY INFRA,2639.199951171875,2677.449951171875,2622.75,2673.449951171875,733600,1.3
2016-12-28,NIFTY INFRA,2676.89990234375,2704.25,2669.300048828125,2675.75,833000,-0.04
2016-12-29,NIFTY INFRA,2670.85009765625,2692.64990234375,2668.199951171875,2688.5,1366500,0.66
2016-12-30,NIFTY INFRA,2693.14990234375,2714.89990234375,2692.89990234375,2712.25,925800,0.71
2017-01-02,NIFTY INFRA,2718.35009765625,2745.449951171875,2709.60009765625,2736.800048828125,719800,0.68
2017-01-03,NIFTY INFRA,2744.25,2757.64990234375,2734.39990234375,2745.699951171875,696400,0.05
2017-01-04,NIFTY INFRA,2749.199951171875,2770.050048828125,2746.800048828125,2766.949951171875,880800,0.65
2017-01-05,NIFTY INFRA,2771.14990234375,2809.64990234375,2767.25,2807.10009765625,803400,1.3
2017-01-06,NIFTY INFRA,2810.35009765625,2827.050048828125,2792.449951171875,2796.39990234375,948000,-0.5
2017-01-09,NIFTY INFRA,2801.5,2801.5,2779.0,2781.5,585700,-0.71
2017-01-10,NIFTY INFRA,2788.199951171875,2804.89990234375,2785.64990234375,2801.0,817200,0.46
2017-01-11,NIFTY INFRA,2815.25,2835.89990234375,2810.699951171875,2830.5,817900,0.54
2017-01-12,NIFTY INFRA,2838.35009765625,2895.10009765625,2837.60009765625,2890.0,2228400,1.82
2017-01-13,NIFTY INFRA,2906.550048828125,2906.699951171875,2858.14990234375,2869.949951171875,1460300,-1.26
2017-01-16,NIFTY INFRA,2866.199951171875,2891.25,2862.10009765625,2880.35009765625,850300,0.49
2017-01-17,NIFTY INFRA,2883.800048828125,2894.050048828125,2868.699951171875,2882.5,860700,-0.05
2017-01-18,NIFTY INFRA,2886.64990234375,2906.300048828125,2870.64990234375,2878.75,1190900,-0.27
2017-01-19,NIFTY INFRA,2880.199951171875,2896.60009765625,2873.85009765625,2892.699951171875,1127500,0.43
2017-01-20,NIFTY INFRA,2888.85009765625,2893.35009765625,2838.050048828125,2841.10009765625,1589200,-1.65
2017-01-23,NIFTY INFRA,2838.89990234375,2848.800048828125,2813.0,2828.800048828125,1176000,-0.36
2017-01-24,NIFTY INFRA,2836.199951171875,2873.300048828125,2835.300048828125,2870.050048828125,1099400,1.19
2017-01-25,NIFTY INFRA,2868.14990234375,2895.550048828125,2863.550048828125,2892.60009765625,2018300,0.85
2017-01-27,NIFTY INFRA,2894.800048828125,2941.89990234375,2894.5,2930.199951171875,1355100,1.22
2017-01-30,NIFTY INFRA,2929.449951171875,2994.0,2925.85009765625,2957.699951171875,3208000,0.96
2017-01-31,NIFTY INFRA,2965.5,2969.14990234375,2932.89990234375,2939.60009765625,4463100,-0.87
2017-02-01,NIFTY INFRA,2944.0,2979.300048828125,2921.85009765625,2975.60009765625,1969400,1.07
2017-02-02,NIFTY INFRA,2981.800048828125,2993.10009765625,2971.550048828125,2978.550048828125,1832400,-0.11
2017-02-03,NIFTY INFRA,2982.39990234375,2995.0,2972.699951171875,2989.25,2204200,0.23
2017-02-06,NIFTY INFRA,3003.199951171875,3021.699951171875,2995.449951171875,3012.25,1745100,0.3
2017-02-07,NIFTY INFRA,3012.60009765625,3025.89990234375,3002.25,3011.64990234375,1608800,-0.03
2017-02-08,NIFTY INFRA,3023.300048828125,3036.10009765625,2998.800048828125,3028.949951171875,1645100,0.19
2017-02-09,NIFTY INFRA,3036.89990234375,3046.949951171875,3007.60009765625,3029.050048828125,1497600,-0.26
2017-02-10,NIFTY INFRA,3044.550048828125,3050.949951171875,3027.949951171875,3038.85009765625,1463100,-0.19
2017-02-13,NIFTY INFRA,3039.60009765625,3046.64990234375,3008.300048828125,3036.10009765625,1342300,-0.12
2017-02-14,NIFTY INFRA,3041.25,3046.0,3016.10009765625,3039.64990234375,1230000,-0.05
2017-02-15,NIFTY INFRA,3038.0,3047.0,2997.800048828125,3002.0,1196100,-1.18
2017-02-16,NIFTY INFRA,2999.39990234375,3013.89990234375,2979.25,3006.199951171875,926700,0.23
2017-02-17,NIFTY INFRA,3009.14990234375,3017.550048828125,2996.550048828125,3011.0,1209400,0.06
2017-02-20,NIFTY INFRA,3024.050048828125,3048.14990234375,3020.10009765625,3042.199951171875,1659400,0.6
2017-02-21,NIFTY INFRA,3038.550048828125,3046.050048828125,3026.300048828125,3031.64990234375,1355400,-0.23
2017-02-22,NIFTY INFRA,3040.449951171875,3044.10009765625,3004.10009765625,3010.14990234375,1594800,-1.0
2017-02-23,NIFTY INFRA,3025.39990234375,3050.449951171875,3008.5,3013.35009765625,3038600,-0.4
2017-02-27,NIFTY INFRA,3022.35009765625,3023.550048828125,2970.800048828125,2975.5,1474100,-1.55
2017-02-28,NIFTY INFRA,2978.89990234375,3004.949951171875,2978.35009765625,2997.85009765625,2291900,0.64
2017-03-01,NIFTY INFRA,3008.75,3018.800048828125,2990.35009765625,2994.75,1321600,-0.47
2017-03-02,NIFTY INFRA,3009.85009765625,3011.300048828125,2946.5,2953.0,1692800,-1.89
2017-03-03,NIFTY INFRA,2950.35009765625,2969.300048828125,2947.14990234375,2965.550048828125,1274100,0.52
2017-03-06,NIFTY INFRA,2974.5,3006.35009765625,2974.14990234375,3003.14990234375,1079100,0.96
2017-03-07,NIFTY INFRA,3010.89990234375,3017.199951171875,3000.89990234375,3006.199951171875,1468300,-0.16
2017-03-08,NIFTY INFRA,3006.550048828125,3009.300048828125,2979.89990234375,2986.949951171875,1200500,-0.65
2017-03-09,NIFTY INFRA,2980.0,2992.10009765625,2967.60009765625,2980.0,1609100,0.0
2017-03-10,NIFTY INFRA,2989.35009765625,3000.85009765625,2978.39990234375,2987.35009765625,1099300,-0.07
2017-03-14,NIFTY INFRA,3045.050048828125,3053.64990234375,3033.14990234375,3049.64990234375,1385100,0.15
2017-03-15,NIFTY INFRA,3051.10009765625,3066.14990234375,3040.949951171875,3061.699951171875,1870400,0.35
2017-03-16,NIFTY INFRA,3078.60009765625,3105.89990234375,3077.050048828125,3103.89990234375,1823100,0.82
2017-03-17,NIFTY INFRA,3113.89990234375,3115.10009765625,3055.85009765625,3066.25,1650300,-1.53
2017-03-20,NIFTY INFRA,3067.89990234375,3089.35009765625,3039.39990234375,3055.199951171875,3079300,-0.41
2017-03-21,NIFTY INFRA,3066.050048828125,3070.60009765625,3040.949951171875,3056.050048828125,1780400,-0.33
2017-03-22,NIFTY INFRA,3032.0,3033.64990234375,3009.050048828125,3014.050048828125,1345700,-0.59
2017-03-23,NIFTY INFRA,3027.85009765625,3045.14990234375,3017.300048828125,3039.10009765625,1110500,0.37
2017-03-24,NIFTY INFRA,3051.0,3057.35009765625,3039.75,3045.14990234375,1096500,-0.19
2017-03-27,NIFTY INFRA,3043.60009765625,3045.5,3023.85009765625,3032.25,1083100,-0.37
2017-03-28,NIFTY INFRA,3041.75,3057.199951171875,3041.10009765625,3049.699951171875,1064100,0.26
2017-03-29,NIFTY INFRA,3065.35009765625,3077.050048828125,3060.199951171875,3073.050048828125,1339900,0.25
2017-03-30,NIFTY INFRA,3081.14990234375,3092.5,3073.050048828125,3082.60009765625,2358900,0.05
2017-03-31,NIFTY INFRA,3080.75,3112.300048828125,3078.14990234375,3096.64990234375,1146400,0.52
2017-04-03,NIFTY INFRA,3103.550048828125,3151.89990234375,3090.35009765625,3147.5,1055900,1.42
2017-04-05,NIFTY INFRA,3152.800048828125,3199.60009765625,3145.699951171875,3195.5,1627900,1.35
2017-04-06,NIFTY INFRA,3187.050048828125,3201.949951171875,3171.64990234375,3196.60009765625,1334600,0.3
2017-04-07,NIFTY INFRA,3187.75,3225.449951171875,3183.449951171875,3190.699951171875,1447900,0.09
2017-04-10,NIFTY INFRA,3202.050048828125,3214.550048828125,3177.64990234375,3189.550048828125,951700,-0.39
2017-04-11,NIFTY INFRA,3188.5,3216.050048828125,3179.14990234375,3209.25,2571700,0.65
2017-04-12,NIFTY INFRA,3203.64990234375,3214.550048828125,3163.25,3190.85009765625,1722600,-0.4
2017-04-13,NIFTY INFRA,3184.39990234375,3184.550048828125,3154.800048828125,3160.050048828125,1443800,-0.76
2017-04-17,NIFTY INFRA,3165.199951171875,3168.300048828125,3144.550048828125,3152.89990234375,1391600,-0.39
2017-04-18,NIFTY INFRA,3158.35009765625,3197.64990234375,3134.10009765625,3142.35009765625,2169700,-0.51
2017-04-19,NIFTY INFRA,3148.39990234375,3187.89990234375,3142.449951171875,3183.25,1332900,1.11
2017-04-20,NIFTY INFRA,3191.449951171875,3195.35009765625,3176.10009765625,3187.64990234375,1092400,-0.12
2017-04-21,NIFTY INFRA,3205.35009765625,3213.199951171875,3181.25,3196.949951171875,1510200,-0.26
2017-04-24,NIFTY INFRA,3209.10009765625,3240.14990234375,3206.75,3237.699951171875,1660200,0.89
2017-04-25,NIFTY INFRA,3251.14990234375,3273.14990234375,3246.35009765625,3267.449951171875,1686500,0.5
2017-04-26,NIFTY INFRA,3272.35009765625,3277.14990234375,3233.35009765625,3255.199951171875,1585000,-0.52
2017-04-27,NIFTY INFRA,3251.14990234375,3280.300048828125,3245.0,3265.050048828125,1824900,0.43
2017-04-28,NIFTY INFRA,3262.0,3265.199951171875,3245.89990234375,3255.199951171875,989400,-0.21
2017-05-02,NIFTY INFRA,3260.199951171875,3268.800048828125,3226.0,3231.199951171875,1183700,-0.89
2017-05-03,NIFTY INFRA,3242.10009765625,3258.449951171875,3220.550048828125,3223.199951171875,1034100,-0.58
2017-05-04,NIFTY INFRA,3230.550048828125,3251.5,3226.89990234375,3241.550048828125,961100,0.34
2017-05-05,NIFTY INFRA,3240.85009765625,3241.85009765625,3200.60009765625,3217.35009765625,1178900,-0.73
2017-05-08,NIFTY INFRA,3219.199951171875,3234.199951171875,3210.949951171875,3227.5,1245000,0.26
2017-05-09,NIFTY INFRA,3229.89990234375,3268.14990234375,3223.64990234375,3257.89990234375,1421400,0.87
2017-05-10,NIFTY INFRA,3257.300048828125,3308.10009765625,3257.300048828125,3296.39990234375,1574800,1.2
2017-05-11,NIFTY INFRA,3304.39990234375,3306.75,3270.050048828125,3282.800048828125,1148400,-0.65
2017-05-12,NIFTY INFRA,3282.050048828125,3290.199951171875,3263.10009765625,3272.85009765625,950200,-0.28
2017-05-15,NIFTY INFRA,3287.14990234375,3289.39990234375,3266.89990234375,3277.35009765625,1524300,-0.3
2017-05-16,NIFTY INFRA,3283.199951171875,3295.800048828125,3280.050048828125,3293.449951171875,1523400,0.31
2017-05-17,NIFTY INFRA,3294.300048828125,3313.89990234375,3282.050048828125,3304.199951171875,1261800,0.3
2017-05-18,NIFTY INFRA,3279.550048828125,3296.60009765625,3238.85009765625,3243.75,1085300,-1.09
2017-05-19,NIFTY INFRA,3263.5,3279.699951171875,3227.0,3248.199951171875,1230800,-0.47
2017-05-22,NIFTY INFRA,3264.800048828125,3278.800048828125,3242.699951171875,3253.199951171875,850500,-0.36
2017-05-23,NIFTY INFRA,3253.300048828125,3256.699951171875,3194.199951171875,3204.75,1452200,-1.49
2017-05-24,NIFTY INFRA,3208.800048828125,3228.85009765625,3136.0,3141.949951171875,2157200,-2.08
2017-05-25,NIFTY INFRA,3153.800048828125,3213.10009765625,3133.550048828125,3207.050048828125,1968400,1.69
2017-05-26,NIFTY INFRA,3209.85009765625,3258.85009765625,3202.050048828125,3250.199951171875,1181500,1.26
2017-05-29,NIFTY INFRA,3251.89990234375,3254.449951171875,3203.300048828125,3222.64990234375,2534200,-0.9
2017-05-30,NIFTY INFRA,3238.550048828125,3240.60009765625,3187.800048828125,3211.25,2697500,-0.84
2017-05-31,NIFTY INFRA,3220.699951171875,3238.949951171875,3209.14990234375,3213.14990234375,3867700,-0.23
2017-06-01,NIFTY INFRA,3213.449951171875,3245.550048828125,3209.449951171875,3240.0,1906500,0.83
2017-06-02,NIFTY INFRA,3255.199951171875,3262.300048828125,3245.35009765625,3253.949951171875,4873200,-0.04
2017-06-05,NIFTY INFRA,3267.35009765625,3281.050048828125,3257.199951171875,3271.64990234375,2344700,0.13
2017-06-06,NIFTY INFRA,3273.5,3273.60009765625,3224.699951171875,3228.0,1436100,-1.39
2017-06-07,NIFTY INFRA,3235.60009765625,3246.39990234375,3230.39990234375,3241.300048828125,1722000,0.18
